timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1564164026673680,11,13,6,-10,0,1,1,2
1564164026686194,-11,-3,0,23,2,-4,-2,0
1564164026686194,64,-4,6,7,-1,-3,-28,6
1564164026700668,-10,-23,-16,-7,7,-1,14,-11
1564164026700668,-21,18,8,4,-8,6,9,-8
1564164026709618,6,5,-2,-4,10,7,-1,3
1564164026709618,-6,-13,-10,-24,-4,1,8,10
1564164026711143,51,11,5,40,14,7,-7,8
1564164026711143,-21,-18,-8,-18,-12,-10,-12,-13
1564164026732086,15,7,-1,-1,-3,-6,6,-3
1564164026732086,-51,2,-1,-1,-1,-2,3,-10
1564164026734068,20,-12,-2,-7,-10,-7,-19,2
1564164026734068,8,34,6,-5,6,3,1,4
1564164026754529,-30,3,4,10,13,15,14,2
1564164026754529,-3,-10,0,2,0,-2,5,4
1564164026756027,-5,7,9,17,10,0,-14,-6
1564164026756027,44,-4,-11,-13,-8,-6,-4,10
1564164026769533,-7,-16,-2,-11,-7,-7,-19,-3
1564164026769533,-35,20,-1,-15,-11,-1,21,-11
1564164026771000,31,-3,5,16,13,10,2,8
1564164026771000,14,3,1,3,1,1,1,6
1564164026792458,-11,-9,-10,-2,-5,-8,0,1
1564164026792458,-17,8,4,-11,-5,-5,-9,-11
1564164026793957,-9,-24,3,5,-2,-3,-12,0
1564164026793957,2,-2,-16,-30,-2,-2,16,1
1564164026806438,20,-12,3,25,2,-2,-10,-2
1564164026806438,-21,3,-5,-1,-5,3,6,-7
1564164026813420,3,6,3,-3,-6,-6,0,-2
1564164026813420,3,2,3,-4,-4,0,-13,-10
1564164026829388,24,11,-1,-5,1,1,-2,11
1564164026829388,-41,-26,-6,9,6,0,15,-1
1564164026830888,32,31,7,3,2,-1,-13,-6
1564164026830888,-27,-28,-16,-19,-18,-10,4,-2
1564164026851848,-43,-5,1,-15,-10,-8,-8,-16
1564164026851848,51,5,2,34,24,6,-6,13
1564164026853347,-13,-7,-16,-13,-6,-2,4,2
1564164026853347,2,9,6,0,-3,1,1,2
1564164026865837,-30,18,4,-11,-2,-3,-3,-5
1564164026865837,22,-28,-14,0,-6,4,6,5
1564164026874809,4,-5,-1,10,2,-6,-8,-4
1564164026874809,-28,19,3,7,8,3,1,-8
1564164026889786,33,-6,2,-9,-5,0,7,21
1564164026889786,-5,14,-1,-14,-8,-8,-14,-17
1564164026891276,12,1,-1,-8,-8,0,1,8
1564164026891276,-74,-26,-2,5,6,-2,1,-8
1564164026912260,9,13,2,-3,-4,12,26,6
1564164026912260,-21,-4,-3,2,5,-6,-24,-12
1564164026913735,40,12,0,4,0,-2,15,6
1564164026913735,36,4,-2,-21,-4,-1,-6,13
1564164026925711,-31,-17,-1,27,3,-7,-13,-13
1564164026925711,19,-5,-5,-13,-3,5,15,14
1564164026934695,-49,3,-5,-15,-14,0,-10,-24
1564164026934695,40,0,3,14,1,1,5,18
1564164026948669,30,0,-1,6,10,1,1,4
1564164026948669,11,12,1,-6,-15,-7,-23,-3
1564164026957153,-32,-4,-2,12,16,-1,18,-3
1564164026957153,11,-2,-3,-5,-8,-1,-9,10
1564164026972125,-32,-35,2,0,0,2,2,-21
1564164026972125,-13,-7,-1,6,-6,-1,6,0
1564164026973627,31,12,2,-25,1,6,-2,7
1564164026973627,-6,-5,-14,14,-1,-6,10,-7
1564164026985601,-21,0,2,12,-2,-9,-11,-4
1564164026985601,-13,9,4,-20,2,-2,-2,-1
1564164026994582,29,7,9,-4,-4,7,15,21
1564164026994582,4,-16,-5,23,9,2,-7,-10
1564164027010076,16,5,-1,-20,-15,-4,-2,-4
1564164027010076,4,-9,2,12,15,-2,2,5
1564164027011572,9,6,0,11,0,-5,-13,-3
1564164027011572,8,18,6,-8,-6,-1,1,9
1564164027032074,-25,-11,1,-7,-5,-4,-7,-16
1564164027032074,2,-3,0,-1,-2,-1,9,-5
1564164027033512,51,2,-1,-19,-2,0,-3,19
1564164027033512,-7,-16,-2,17,5,3,10,-4
1564164027045509,6,5,-10,-10,2,4,1,9
1564164027045509,-6,8,5,-4,-6,-5,-12,-3
1564164027054471,-34,-12,3,13,8,-6,-18,-16
1564164027054471,28,10,4,-14,-7,0,21,13
1564164027069985,-20,0,7,7,1,3,6,-3
1564164027069985,-3,-7,-23,-9,-3,-3,-14,-10
1564164027071439,10,8,0,4,-5,2,10,-3
1564164027071439,-19,-7,-4,-12,-9,-13,-28,-9
1564164027091942,-1,4,1,2,0,2,10,-1
1564164027091942,30,-2,0,-20,-8,-4,7,12
1564164027093399,-39,-16,-9,16,11,3,-1,-7
1564164027093399,-26,-10,1,8,6,5,-2,-6
1564164027105489,6,-1,3,-9,-3,6,-3,-3
1564164027105489,42,8,-4,4,-2,-2,10,14
1564164027114437,-8,6,4,-2,0,0,12,14
1564164027114437,-8,-4,0,-8,-1,-2,-10,-9
1564164027129405,-3,-1,-4,-4,1,-5,-3,5
1564164027129405,-1,-12,3,3,-6,2,-8,-11
1564164027130903,14,18,-1,-5,-2,-2,8,8
1564164027130903,-16,-20,1,0,-5,2,11,-6
1564164027151863,25,8,-7,-10,1,0,-10,-1
1564164027151863,-28,11,3,-1,0,-2,-9,-8
1564164027153361,2,-23,-5,8,-3,-4,2,-4
1564164027153361,1,6,-3,-3,-4,-3,-10,-2
1564164027165338,-5,-2,0,6,2,-4,-2,-3
1564164027165338,-2,-5,-5,-2,3,6,6,2
1564164027174821,-10,-8,0,-1,0,4,3,-3
1564164027174821,5,15,5,-7,-5,-3,0,0
1564164027190830,-2,-3,0,8,7,-1,1,1
1564164027190830,-14,-12,-1,9,5,0,-1,-3
1564164027192292,-12,5,3,-4,-3,0,-9,-6
1564164027192292,-4,5,2,2,1,2,1,3
1564164027211793,15,7,1,1,0,-9,-2,7
1564164027211793,-17,-1,13,7,0,-5,-11,-12
1564164027213756,-3,-6,-11,-11,-5,2,-11,4
1564164027213756,8,9,-4,-5,-1,-1,11,0
1564164027225759,0,7,14,7,2,2,0,-1
1564164027225759,-6,-8,-11,-3,-7,-16,2,6
1564164027234716,-8,-8,-7,-8,-3,8,-6,-18
1564164027234716,-6,11,22,22,17,19,44,14
1564164027249718,1,-27,-57,-26,-26,-30,-34,-9
1564164027249718,-13,-7,0,-11,10,38,14,7
1564164027251186,13,8,9,9,6,3,12,3
1564164027251186,4,0,-2,2,6,0,-11,0
1564164027272677,-4,12,19,13,4,0,8,-12
1564164027272677,-1,-2,7,-3,-9,-18,-1,4
1564164027274144,-4,-8,-13,-9,-8,-8,-11,-8
1564164027274144,7,3,-2,-6,-6,-4,-11,-9
1564164027294634,7,21,10,6,2,-9,5,6
1564164027294634,-1,-9,-22,0,0,-7,-4,-5
1564164027296102,2,6,31,5,0,1,-8,4
1564164027296102,3,9,20,0,-10,-9,-11,6
1564164027309573,-1,-10,-29,-9,-1,-1,4,1
1564164027309573,-8,-6,4,-1,-1,17,-2,-2
1564164027317065,1,-1,0,9,9,15,25,8
1564164027317065,-4,-2,-4,-4,-4,-10,-16,-12
1564164027332065,9,7,4,-2,7,10,6,21
1564164027332065,-1,6,2,16,-4,-7,-2,-6
1564164027333527,1,-6,-18,-18,-11,-11,-1,-1
1564164027333527,-5,-17,-33,-6,3,-1,-10,-7
1564164027354493,3,12,52,10,10,13,10,0
1564164027354493,-10,-19,-37,-6,-5,-8,1,-7
1564164027355985,3,-3,6,1,-4,-9,-10,-3
1564164027355985,6,20,20,-1,-2,2,-2,1
1564164027369460,-4,-16,-24,7,6,2,-1,1
1564164027369460,-4,-19,-21,-22,-8,0,-1,-2
1564164027370958,1,8,-3,-1,-9,-8,-9,0
1564164027370958,17,19,-18,-9,9,3,1,1
1564164027399441,-10,-19,5,0,-1,0,2,2
1564164027399441,7,10,21,12,3,-3,-7,-8
1564164027400909,-3,-2,13,0,-2,-3,-2,-9
1564164027400909,-16,-12,-4,-8,-8,-7,-10,-14
1564164027414415,17,3,-2,0,-3,2,-1,-2
1564164027414415,-8,-16,-22,-4,-7,-8,-6,0
1564164027415881,8,10,24,2,-1,-7,-5,7
1564164027415881,-6,-3,-4,1,0,-4,-6,0
1564164027430381,-4,2,-1,-3,0,11,4,4
1564164027430381,-9,-8,-8,-6,-3,-4,5,-3
1564164027435843,-1,-11,-24,-1,-6,-11,-9,-5
1564164027435843,1,9,5,2,-2,8,17,9
1564164027453336,-6,-5,-2,-1,1,-2,-2,-4
1564164027453336,9,22,9,-2,5,4,4,5
1564164027454802,-3,-6,3,2,2,0,0,-7
1564164027454802,9,12,14,6,1,5,3,6
1564164027474772,-6,-21,-46,-15,-6,-3,-4,-7
1564164027474772,-10,-12,49,13,2,-2,2,-1
1564164027476263,9,38,18,8,4,4,-1,4
1564164027476263,-9,-22,-11,-10,-7,-1,-3,4
1564164027488745,0,2,-18,-5,-4,-3,-1,-6
1564164027488745,13,19,5,-2,2,5,2,9
1564164027495725,-9,-15,8,-5,-5,-6,-7,-9
1564164027495725,9,13,-5,17,9,3,0,4
1564164027512195,-3,-7,6,-3,-2,-2,-1,-4
1564164027512195,-1,5,20,5,0,-3,-3,-13
1564164027513692,-3,-21,-13,-17,-6,-2,3,16
1564164027513692,-9,-12,1,-5,-6,-5,-3,-10
1564164027534652,10,28,4,5,7,3,0,8
1564164027534652,-12,-35,-49,-10,-6,-3,-4,-9
1564164027536151,-2,13,35,16,6,1,-1,-3
1564164027536151,1,0,7,-12,-8,-9,-6,0
1564164027548627,-3,1,18,4,-2,2,1,-3
1564164027548627,11,17,5,-2,-2,1,3,3
1564164027555614,-5,-10,-29,-11,-2,0,0,-1
1564164027555614,-6,-12,-3,17,8,-3,-1,-3
1564164027572106,3,30,41,3,3,3,1,-3
1564164027572106,14,10,-17,-8,1,2,6,12
1564164027573580,-8,-16,3,14,3,-5,9,0
1564164027573580,0,1,17,18,4,10,-4,-3
1564164027594582,4,18,-19,-20,-9,-11,-8,-3
1564164027594582,-12,-32,-33,-8,-8,-9,-7,1
1564164027596042,-18,-1,49,1,2,2,0,-18
1564164027596042,2,12,-29,9,2,13,14,22
1564164027609031,-6,-23,28,1,-9,-10,-6,1
1564164027609031,0,30,7,3,6,12,15,-3
1564164027623028,-1,-14,-36,-10,-4,2,-4,-9
1564164027623028,-2,-21,-21,-7,2,-1,2,-4
1564164027639470,1,-4,-5,0,3,-4,-5,1
1564164027639470,-1,17,26,-1,-7,-11,-9,-7
1564164027640959,0,-11,-32,-4,-1,1,1,2
1564164027640959,2,5,23,13,9,3,0,-4
1564164027654436,2,-11,-51,-19,-4,3,3,9
1564164027654436,6,27,82,19,7,6,3,5
1564164027660441,-10,-39,-61,-23,-13,-7,-6,0
1564164027660441,-3,-9,4,-10,-12,-11,-7,-1
1564164027668941,-1,4,2,9,0,-3,-6,-10
1564164027668941,8,20,27,6,6,16,4,3
1564164027675893,9,-19,-36,-2,-2,-1,5,7
1564164027675893,3,7,23,-5,-6,-7,-4,-4
1564164027691899,-31,4,10,12,7,0,-4,-7
1564164027691899,-6,0,-21,-5,-3,-4,4,-4
1564164027693361,10,12,2,3,4,3,-1,7
1564164027693361,-7,-13,-11,-5,-4,-5,-4,-11
1564164027714379,8,-6,9,4,2,4,1,5
1564164027714379,-5,-7,-5,12,4,-4,2,5
1564164027715838,0,20,27,-1,4,1,-1,2
1564164027715838,1,-2,-21,-18,-13,-8,-4,-3
1564164027728320,1,-10,-13,-3,-2,3,6,8
1564164027728320,-4,-12,-23,-3,1,-4,-2,-5
1564164027737275,18,47,14,13,9,7,-1,-1
1564164027737275,-18,-35,7,-6,-2,0,-2,-6
1564164027753245,5,1,25,7,-4,-1,6,-5
1564164027753245,-7,-4,-22,-28,-10,-7,-7,9
1564164027755242,-5,4,21,10,2,0,6,2
1564164027755242,0,12,-15,-6,-3,-3,-5,-5
1564164027774707,-7,-15,-8,2,-3,-2,0,5
1564164027774707,4,-15,4,8,3,5,-2,-9
1564164027776204,-3,13,-9,-5,-4,-2,-2,-1
1564164027776204,2,4,-6,-12,-4,-4,0,1
1564164027788221,1,5,29,11,2,-3,2,-7
1564164027788221,-7,-15,-27,-6,-5,-6,-12,-3
1564164027797185,2,7,8,2,1,12,12,-1
1564164027797185,-4,-13,8,10,3,3,2,2
1564164027812635,-2,-3,-21,-5,5,6,0,-2
1564164027812635,-3,8,38,-3,-9,-6,-6,-11
1564164027814136,-7,-27,-7,1,4,-3,0,2
1564164027814136,5,17,19,-15,-5,-3,-8,-7
1564164027834595,3,14,-2,-2,-1,-2,1,3
1564164027834595,0,-7,-27,-2,-2,-4,-3,6
1564164027836092,-5,-8,20,4,-5,4,7,-1
1564164027836092,5,2,7,2,3,2,3,4
1564164027849605,0,15,-9,-4,0,0,-1,-3
1564164027849605,3,-13,1,9,5,1,1,-2
1564164027857053,0,0,-6,2,-1,-5,-4,-5
1564164027857053,15,13,3,1,-2,-5,-10,6
1564164027872064,-1,-13,-3,-6,-3,0,4,2
1564164027872064,1,10,5,-1,-5,-1,-1,1
1564164027873531,-1,11,-13,-2,2,1,-3,0
1564164027873531,-10,0,0,-5,-1,-1,0,-5
1564164027893526,-4,-10,-6,4,-1,-1,-4,-2
1564164027893526,0,12,14,3,2,0,5,2
1564164027901973,0,-14,-28,-18,-8,-2,-12,-3
1564164027901973,-3,-6,-1,17,-1,-2,1,-2
1564164027907960,4,7,-1,-5,-4,-2,-3,-2
1564164027907960,-8,-15,-7,-9,1,3,-1,0
1564164027916951,11,25,26,10,0,-6,-3,2
1564164027916951,-8,-21,-33,-8,2,4,3,-1
1564164027931920,3,-2,-6,-1,-3,-1,-4,-4
1564164027931920,10,5,-7,8,-4,-1,0,1
1564164027933413,-8,-1,13,-3,8,-6,-8,-4
1564164027933413,2,-8,-6,7,5,8,8,3
1564164027954876,-2,8,11,-9,-7,-3,-1,1
1564164027954876,3,0,1,-10,-8,-1,0,-2
1564164027956370,-2,10,-19,10,14,5,3,2
1564164027956370,0,-18,5,6,-1,-7,-3,-4
1564164027968347,-3,3,10,4,2,0,-9,-4
1564164027968347,1,12,-1,-3,-2,0,1,0
1564164027977335,-3,1,-14,-5,-6,-2,-7,-8
1564164027977335,-3,4,10,-2,0,-6,-1,0
1564164027991803,1,-26,-6,-7,-5,-1,4,5
1564164027991803,-3,-3,-3,-6,-4,-2,-7,-9
1564164027993800,2,-11,9,8,-1,-1,3,2
1564164027993800,4,23,-10,-14,-2,0,-1,-2
1564164028014761,4,1,0,7,6,3,2,-1
1564164028014761,-3,-12,4,1,0,-3,-1,2
1564164028016269,-6,-13,-14,-8,-6,-7,5,-2
1564164028016269,1,13,12,6,-3,11,2,-1
1564164028028300,-9,-23,-26,-10,-1,-3,-3,-4
1564164028028300,6,14,9,10,10,2,2,3
1564164028037220,1,-4,5,-1,-5,-2,-6,0
1564164028037220,4,-6,-19,-18,-8,-9,-4,-1
1564164028052192,3,6,4,5,0,-2,0,0
1564164028052192,-5,-11,-11,6,11,3,0,-4
1564164028053688,1,0,-1,-4,-4,-2,1,1
1564164028053688,1,10,16,4,0,-1,0,1
1564164028074650,1,-3,-13,-13,-11,-3,-5,-2
1564164028074650,-2,2,-7,-3,-4,0,1,-1
1564164028076154,-3,-3,15,14,8,2,1,0
1564164028076154,-6,-20,-16,-2,0,-4,-3,-5
1564164028088124,7,31,20,-2,-2,-1,1,3
1564164028088124,-1,-7,-24,-6,-4,-3,-2,-1
1564164028104593,-3,1,9,0,-1,0,-1,-2
1564164028104593,-3,0,-6,1,4,-1,-3,-2
1564164028112113,-1,-6,-4,0,-3,0,1,1
1564164028112113,-4,-6,5,-3,-4,-1,1,1
1564164028113577,6,19,-1,5,-1,0,-2,0
1564164028113577,-4,-11,-4,5,4,-2,1,-1
1564164028134538,-10,-13,-10,-11,-8,-3,-3,-4
1564164028134538,-3,-3,2,7,8,1,0,-1
1564164028136036,-9,-12,-12,0,2,2,-1,-3
1564164028136036,-3,4,0,-1,-8,-5,-1,0
1564164028148045,-1,-2,-3,6,6,1,1,0
1564164028148045,1,3,7,-11,-13,-3,-2,0
1564164028157004,3,-5,-5,2,-6,-3,-4,-2
1564164028157004,5,3,-10,-12,8,2,0,2
1564164028179475,-12,-20,-2,-4,-3,-3,-1,-4
1564164028179475,5,18,-3,8,-2,-3,-1,2
1564164028180952,-7,-14,-8,-12,-6,-4,-2,-2
1564164028180952,6,32,24,12,-7,-3,0,2
1564164028194426,12,-29,-14,-11,-2,-1,-3,3
1564164028194426,-5,1,-6,20,20,7,2,-4
1564164028195924,2,2,-14,-27,-16,-5,-3,1
1564164028195924,-4,-7,3,10,5,1,0,-2
1564164028208402,2,8,0,-3,-2,-1,0,-1
1564164028208402,3,16,9,11,1,0,0,1
1564164028216886,-5,-15,4,-16,-1,-2,0,0
1564164028216886,-1,-6,-25,-5,-8,-5,-5,-1
1564164028231360,-25,-17,1,12,9,3,-1,-10
1564164028231360,9,15,4,-13,0,2,0,2
1564164028238343,-5,-12,-18,-3,-6,-2,1,-1
1564164028238343,-4,-4,13,1,-10,-3,-1,-3
1564164028254336,5,2,-1,4,4,1,2,-1
1564164028254336,-6,-9,8,-8,-14,-5,-1,-5
1564164028255811,18,14,5,3,13,3,3,3
1564164028255811,6,14,-2,10,9,4,4,4
1564164028276771,-32,-4,0,9,-6,-5,-3,-4
1564164028276771,-17,-17,-6,-28,-6,-3,-5,-8
1564164028278769,1,11,6,8,-3,0,-1,1
1564164028278769,9,-2,-1,4,1,-1,-1,0
1564164028291269,14,12,-2,-10,2,3,-1,2
1564164028291269,5,9,4,10,-2,1,1,8
1564164028298274,21,-1,15,-19,-6,1,-1,5
1564164028298274,-26,8,17,14,-9,-1,0,-1
1564164028314702,-32,-34,-18,9,19,4,-3,-18
1564164028314702,2,-7,-10,1,3,-2,-1,-6
1564164028316204,8,8,-6,8,7,-2,1,2
1564164028316204,19,18,-4,-20,-8,-3,-2,2
1564164028337166,1,19,15,-10,-11,-4,0,4
1564164028337166,23,-32,-20,2,-2,-2,0,6
1564164028338662,-10,8,5,10,-3,-4,-1,-3
1564164028338662,-20,-21,18,2,4,2,1,-5
1564164028351138,9,9,-31,-2,-6,-3,-2,0
1564164028351138,-4,1,18,-18,-4,-4,-6,-8
1564164028358164,-11,-5,5,17,-7,-2,3,11
1564164028358164,10,-8,-18,-29,0,0,-4,-1
1564164028382077,-18,-1,5,24,11,-1,-4,-16
1564164028382077,16,19,6,1,0,2,4,9
1564164028383578,-4,-5,-12,-10,0,0,4,6
1564164028383578,8,0,5,4,1,0,2,1
1564164028397070,49,18,5,4,-5,-2,4,12
1564164028397070,-64,-42,-18,5,-1,-3,-3,-15
1564164028398547,-53,-27,-2,1,1,-1,-8,-34
1564164028398547,1,36,8,-4,1,1,0,-5
1564164028410564,30,1,3,4,-1,0,-2,0
1564164028410564,15,-6,-9,2,7,1,5,22
1564164028419508,-21,-10,-15,-7,-2,-4,-6,-14
1564164028419508,-4,-8,0,-2,-4,-2,-2,-4
1564164028434482,22,6,-11,-13,-8,-2,-1,6
1564164028434482,-4,13,10,2,-1,2,0,-3
1564164028435976,0,5,14,5,7,1,1,4
1564164028435976,-15,-9,-9,6,3,-1,-3,-11
1564164028457475,3,4,-13,-14,-10,-4,-1,3
1564164028457475,-22,-5,-2,3,1,1,1,-4
1564164028458937,19,8,5,0,0,-1,1,3
1564164028458937,2,-3,-14,-2,1,1,0,-2
1564164028470414,-20,-9,17,3,0,0,0,1
1564164028470414,8,3,1,1,-8,-1,1,2
1564164028479405,18,11,3,-4,1,-1,1,1
1564164028479405,14,-20,-13,-5,4,2,2,11
1564164028495899,-13,13,7,-4,-2,-1,0,-7
1564164028495899,-19,-4,-8,-5,-2,-4,-7,-12
1564164028497365,-9,-2,2,2,-1,1,-1,-1
1564164028497365,18,4,-16,-7,-7,-3,-4,7
1564164028518332,-2,-14,5,-13,0,2,3,6
1564164028518332,8,6,11,14,1,0,-1,-2
1564164028519823,20,-6,-10,-5,-4,-3,-2,3
1564164028519823,-30,-10,2,2,4,1,0,-5
1564164028530808,-8,-1,7,-3,-2,-1,0,2
1564164028530808,6,10,11,5,4,2,0,-2
1564164028539785,5,-10,-36,-15,-4,-2,-2,1
1564164028539785,20,-8,4,-1,-7,-2,-1,1
1564164028554759,-1,12,6,5,3,0,1,-1
1564164028554759,2,-3,1,-6,-5,-2,1,0
1564164028556255,-1,2,-15,-3,-1,2,1,-2
1564164028556255,-3,-7,3,-2,-5,-1,2,3
1564164028577216,-5,1,7,8,6,-1,-4,-2
1564164028577216,21,0,-7,-6,-3,-3,-1,6
1564164028578713,-8,16,12,8,3,-3,-4,-7
1564164028578713,-5,-14,-18,-5,-2,-2,1,-5
1564164028590729,-5,-3,13,6,1,1,2,-1
1564164028590729,33,4,-16,-16,-4,-2,-3,3
1564164028599673,-4,-4,1,2,-1,-2,-1,2
1564164028599673,4,-3,-6,-3,0,0,0,3
1564164028614644,-10,-4,-4,2,2,0,-1,-2
1564164028614644,2,3,17,4,0,-2,0,-5
1564164028616142,0,1,3,1,-2,1,1,2
1564164028616142,1,7,9,1,2,-3,-2,-2
1564164028637138,-1,2,-15,-8,-4,-5,-1,-6
1564164028637138,-10,-17,-14,-1,0,2,1,-5
1564164028638600,1,-1,17,6,3,1,0,-1
1564164028638600,-3,-2,-5,2,3,1,0,2
1564164028650624,-23,8,7,1,-5,-1,-1,-10
1564164028650624,-10,3,-4,0,2,1,1,2
1564164028659565,-10,3,6,0,-2,1,0,-2
1564164028659565,-1,3,5,2,1,1,2,6
1564164028674538,2,-11,-10,-2,-3,0,-5,-6
1564164028674538,-1,5,0,-4,-1,-1,-1,-2
1564164028676035,5,-2,-2,-2,-1,-4,-2,-6
1564164028676035,-17,0,0,-1,-2,-2,0,-2
1564164028696992,18,-9,-9,-5,-1,5,4,9
1564164028696992,-18,-4,8,1,0,0,-2,-1
1564164028698489,18,-4,1,1,0,2,2,9
1564164028698489,-5,5,8,2,0,-2,-1,-9
1564164028719450,-2,-2,-6,-2,-3,-3,-2,1
1564164028719450,-1,-7,-6,-2,0,1,-1,-5
1564164028720948,-2,-1,3,2,-2,-1,2,4
1564164028720948,0,-4,-1,0,-1,-3,-3,-2
1564164028734920,16,8,3,0,0,0,2,4
1564164028734920,12,7,7,-3,-4,-3,-3,8
1564164028736418,-10,-2,-12,-4,-2,-2,-3,-6
1564164028736418,-10,-4,4,3,1,3,-1,-3
1564164028756883,11,11,5,1,3,2,1,11
1564164028756883,-12,-6,-17,-3,0,-1,-1,-12
1564164028758378,-1,-10,-11,-6,-7,-8,-9,-1
1564164028758378,-12,2,5,-2,3,1,0,-4
1564164028770359,-7,-2,4,3,4,2,3,0
1564164028770359,2,3,2,0,-1,2,6,8
1564164028785826,-9,7,8,3,1,-2,-6,-9
1564164028785826,1,2,-7,-2,-1,2,1,-1
1564164028794311,15,-4,-3,-5,-4,-7,0,6
1564164028794311,-12,4,5,3,4,4,-1,-7
1564164028796317,11,-6,-2,-2,0,0,4,3
1564164028796317,-6,0,0,2,6,6,5,0
1564164028816772,-1,-1,6,0,-2,-3,-3,-4
1564164028816772,6,-4,-8,-5,-4,-7,-5,3
1564164028818765,37,-5,-8,-7,-4,-1,4,13
1564164028818765,-3,3,-1,0,0,0,2,4
1564164028830742,-4,6,-7,-3,-1,-2,-2,-5
1564164028830742,-1,-9,-4,-2,-4,-2,0,-2
1564164028839726,-17,11,12,3,0,2,-1,-5
1564164028839726,3,-8,-6,0,1,-3,0,2
1564164028854202,-6,-5,-3,-1,-1,2,1,-3
1564164028854202,-9,1,0,-2,-2,4,-1,-1
1564164028860724,-12,-1,2,1,4,0,1,-3
1564164028860724,-21,18,4,-2,-3,-1,-5,-12
1564164028877163,-12,1,-3,-1,1,-2,-1,-3
1564164028877163,19,-2,1,1,2,-1,-2,0
1564164028878657,-2,0,0,0,1,4,4,-2
1564164028878657,22,-14,-9,-9,-8,-11,-9,-2
1564164028890652,6,17,12,3,1,-3,-5,1
1564164028890652,-11,-6,-9,-2,-3,1,2,-11
1564164028899619,6,-18,-8,-2,-3,-1,-2,-3
1564164028899619,15,0,-3,1,-1,2,0,-13
1564164028914631,-2,-11,-5,-2,-5,-4,-6,9
1564164028914631,-19,6,10,1,3,1,2,7
1564164028916092,-5,-4,-2,2,0,1,-1,4
1564164028916092,8,-6,-2,0,-1,2,2,6
1564164028937545,-9,-2,-3,-3,1,1,0,-8
1564164028937545,1,-4,1,0,-1,-6,-1,2
1564164028939042,16,-15,-6,-3,-3,-1,-2,-3
1564164028939042,-1,2,0,1,-2,-4,-4,0
1564164028950556,1,-7,-1,-1,1,4,1,-4
1564164028950556,4,5,0,-2,-2,-2,1,6
1564164028959517,5,7,-2,0,0,1,2,5
1564164028959517,-1,0,2,2,1,-3,-3,0
1564164028973983,-2,-3,-3,1,0,1,5,4
1564164028973983,-12,9,0,2,-1,0,-4,-7
1564164028980496,-14,10,14,-1,-1,-4,-1,-5
1564164028980496,-11,8,0,-3,-2,0,-1,-2
1564164028996966,-2,-7,1,-2,-2,0,2,-2
1564164028996966,-5,3,-10,-2,0,0,-1,-4
1564164028998434,5,2,18,0,-2,-3,-3,-1
1564164028998434,-2,-10,-4,-1,-1,0,1,2
1564164029010914,-3,1,-24,-7,-2,-1,3,-1
1564164029010914,-2,-25,-5,0,0,-6,-4,-2
1564164029019394,4,26,1,1,2,2,1,0
1564164029019394,0,7,6,-1,2,1,0,3
1564164029033368,3,-18,3,2,-1,-1,-3,-12
1564164029033368,16,-9,-3,-1,-2,1,-2,16
1564164029041353,19,-12,-10,-1,-1,-1,-3,-1
1564164029041353,12,-7,-3,-4,-3,-3,-4,-9
1564164029055827,-3,7,2,0,0,-1,2,7
1564164029055827,8,2,2,-2,-2,-1,0,-2
1564164029063842,-23,1,3,3,3,0,-5,-6
1564164029063842,-1,0,0,3,0,0,1,2
1564164029078814,-4,2,4,-2,-1,-1,-3,-6
1564164029078814,-5,9,5,1,1,0,2,1
1564164029079782,-12,-8,-4,0,-1,-1,0,-7
1564164029079782,-6,5,-3,-2,-2,0,0,1
1564164029093264,-6,-3,2,3,2,-1,-1,3
1564164029093264,18,-4,1,-3,-2,-2,-2,2
1564164029101273,-4,8,-7,-5,-1,0,0,-1
1564164029101273,-7,-5,2,3,0,-2,-3,0
1564164029116244,4,3,10,1,-3,1,-1,0
1564164029116244,7,-2,-14,-3,-1,1,-2,-2
1564164029117212,-7,-8,-8,-5,-5,-4,1,0
1564164029117212,-14,-10,-4,-1,1,1,-2,-10
1564164029139173,-4,16,4,0,-1,5,12,16
1564164029139173,8,3,9,2,1,0,-6,-3
1564164029140169,-28,11,15,2,2,3,2,-1
1564164029140169,-8,-4,-7,1,-1,-3,-1,-4
1564164029153145,9,-8,-2,-2,-1,-4,-3,-3
1564164029153145,-15,0,0,0,1,0,0,-6
1564164029161161,1,-5,4,2,-1,-2,1,0
1564164029161161,15,5,1,-3,-1,-1,1,7
1564164029176133,-2,-1,6,1,-1,-5,-5,-7
1564164029176133,2,1,-5,-4,-1,-1,1,0
1564164029177108,-8,-2,-10,0,4,0,-2,-3
1564164029177108,-2,2,18,4,-3,-2,1,-1
1564164029199060,4,-2,-14,-3,-1,1,-3,0
1564164029199060,-4,7,10,2,3,1,1,-3
1564164029199559,-4,-10,-6,-3,-2,1,-2,-2
1564164029199559,-26,2,-2,-2,0,3,1,0
1564164029215031,12,-7,-7,-6,-2,0,0,6
1564164029215031,-17,5,6,4,-1,-2,0,-4
1564164029216029,8,6,3,-2,0,-1,1,3
1564164029216029,18,-14,-16,0,0,0,1,4
1564164029236490,-15,8,13,-2,-1,-2,-2,-8
1564164029236490,3,-4,-9,-2,-1,1,1,-2
1564164029236990,11,-11,8,1,-1,-1,0,4
1564164029236990,5,4,8,0,-1,-2,-3,-2
1564164029258952,-2,-13,-23,-6,0,1,3,4
