timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1563815718900681,-2,1,1,3,-1,3,2,-3
1563815718900681,-2,-3,-4,-2,-3,-10,-13,-3
1563815718915671,-1,0,-1,0,0,8,4,0
1563815718915671,-3,-2,-3,-3,-2,2,2,0
1563815718916671,-2,-2,1,-1,1,-1,-4,-2
1563815718916671,-1,0,1,2,0,2,2,1
1563815718930663,-1,-3,-3,-1,-2,0,1,-1
1563815718930663,0,-2,-3,-3,-2,-4,-7,1
1563815718930663,-3,-2,-3,-1,-1,1,-2,-2
1563815718930663,-1,-2,0,-1,-4,-12,22,5
1563815718953649,-2,-1,1,0,-3,-2,-9,-2
1563815718953649,-2,0,-2,-2,-3,-3,1,-2
1563815718954649,-2,-4,-4,-3,-6,-9,8,1
1563815718954649,-2,-2,-4,-1,-2,-5,-1,-2
1563815718975637,1,1,3,5,5,15,-15,-2
1563815718975637,-2,2,2,2,0,0,-2,-1
1563815718976636,2,-4,-4,-4,-4,-8,14,4
1563815718976636,0,1,0,-1,0,-5,-4,0
1563815718990630,-3,-3,-2,0,-2,-3,7,-1
1563815718990630,-1,-1,0,-3,0,5,-3,-2
1563815718990630,-3,-2,-2,-2,0,-9,-1,1
1563815718990630,-1,-1,-1,-2,-1,9,2,1
1563815719013615,1,-1,-1,-2,-2,-14,-1,1
1563815719013615,0,1,2,1,1,-6,3,-3
1563815719014615,-1,-1,0,0,-2,-1,-8,-4
1563815719014615,0,0,1,1,1,-5,0,0
1563815719035601,-1,-1,-1,0,2,0,3,1
1563815719035601,-1,-2,1,-4,-6,-1,12,3
1563815719036601,1,2,3,1,1,7,-16,-6
1563815719036601,-2,-4,-4,-2,-2,2,1,-2
1563815719050594,0,1,0,-3,0,-1,-6,-1
1563815719050594,0,1,3,5,3,-3,-1,-3
1563815719050594,-1,1,1,0,0,9,-16,-2
1563815719050594,-1,-1,-1,-5,-5,-3,-5,-1
1563815719080577,-2,-2,-2,0,-2,-2,3,0
1563815719080577,-1,-2,-5,-2,-1,-2,3,0
1563815719081576,-1,1,-1,-2,-2,-7,16,1
1563815719081576,-2,0,0,1,1,2,-1,-2
1563815719103563,0,1,0,-3,2,14,-27,-2
1563815719103563,-1,-2,0,1,0,-1,-2,1
1563815719104563,-1,-2,-2,3,-1,0,6,-1
1563815719104563,0,1,0,-1,1,17,-15,0
1563815719110559,-1,1,0,-1,-1,-9,17,1
1563815719110559,-1,0,-1,-2,-2,-7,0,3
1563815719110559,0,0,0,-3,3,23,-40,-8
1563815719110559,-1,-2,-1,-2,-4,-8,7,-3
1563815719133547,-1,1,0,2,-1,-5,-2,0
1563815719133547,0,-2,-4,-2,-1,9,-12,-3
1563815719134547,-2,-4,-2,-4,-4,-5,10,2
1563815719134547,0,1,0,0,-1,-3,6,0
1563815719155534,0,1,2,1,1,-2,-4,-3
1563815719155534,-1,-1,-3,2,-1,-5,2,1
1563815719156533,-2,-2,-5,-4,-2,-2,11,2
1563815719156533,-2,-2,-2,-2,-3,-6,6,3
1563815719170524,0,2,3,6,4,1,3,-1
1563815719170524,-1,-1,-1,0,-1,-7,9,0
1563815719171524,1,-1,2,-5,-3,12,-19,0
1563815719171524,0,-1,-5,-3,-3,-4,7,1
1563815719193512,-2,-5,-5,-7,-4,-11,10,4
1563815719193512,-2,-1,2,3,0,-5,-3,-2
1563815719194511,-1,2,0,3,3,-8,8,-4
1563815719194511,-1,-1,2,2,3,16,-3,-4
1563815719216499,1,0,-2,-2,-4,-7,-2,0
1563815719216499,-1,-2,-2,-2,1,11,-28,-6
1563815719216499,-1,1,0,0,-1,-14,7,1
1563815719216499,0,0,-2,-1,0,3,7,1
1563815719230490,-2,-2,-2,-1,-1,-3,-2,-2
1563815719230490,-2,-1,0,-1,2,4,6,3
1563815719231490,-1,-1,-1,0,-1,-2,5,-1
1563815719231490,1,1,-2,-1,-2,-5,-10,-3
1563815719261473,0,-2,-2,-4,-3,3,1,0
1563815719261473,-2,-1,-4,-5,-3,-10,12,2
1563815719261473,-1,2,5,9,4,4,-19,-7
1563815719261473,0,-2,-1,-2,-1,0,3,-1
1563815719276464,-2,-1,-4,-3,-5,-15,4,0
1563815719276464,0,-1,-1,-2,-1,1,-7,-4
1563815719276464,-2,-3,-3,-3,1,-10,11,5
1563815719276464,1,1,1,4,3,7,-18,0
1563815719289461,0,-3,-3,-3,1,16,-5,-4
1563815719289461,-1,-1,-2,1,2,3,1,-1
1563815719305448,-3,-3,-2,-5,-9,-12,30,7
1563815719305448,0,-1,1,1,0,-13,-30,-7
1563815719313443,0,3,3,3,5,12,7,0
1563815719313443,0,1,-1,-2,0,5,-5,-1
1563815719314443,0,-2,-2,1,-1,3,23,5
1563815719314443,-1,-3,-5,-4,-5,-15,5,1
1563815719336429,-1,-2,0,-1,-5,-15,3,-1
1563815719336429,0,0,1,-3,-3,-1,-1,-1
1563815719337429,0,0,0,0,1,9,-9,-4
1563815719337429,0,-3,0,-2,-1,3,9,3
1563815719358421,0,-1,-1,0,-1,-5,-14,-4
1563815719358421,-1,-1,1,0,-2,-1,6,0
1563815719360416,1,-2,-3,-1,-1,-9,-6,0
1563815719360416,-3,-1,1,-2,-3,-3,12,-3
1563815719381404,0,-2,0,-1,0,5,-6,3
1563815719381404,0,-2,0,1,1,-1,6,-1
1563815719382404,0,-1,-4,-2,-2,-2,-11,-1
1563815719382404,0,-1,-2,-1,0,9,-4,-1
1563815719396396,-3,2,-1,-2,1,1,-8,-2
1563815719396396,1,0,5,7,3,6,0,-2
1563815719397394,0,-1,-1,-3,-6,-8,-13,-4
1563815719397394,0,-2,-4,-2,-2,-4,7,2
1563815719409388,-2,0,-1,-4,-6,-4,1,0
1563815719409388,0,2,1,2,2,6,-2,-2
1563815719418383,-1,0,0,3,2,-1,-10,-4
1563815719418383,-2,-1,-3,-4,-4,-13,11,2
1563815719433375,1,-2,-1,-3,0,8,-1,-1
1563815719433375,-1,-1,-1,0,-2,0,6,0
1563815719435373,-1,0,-1,-3,-1,-8,-8,-3
1563815719435373,-1,-1,-1,-1,-1,6,0,-2
1563815719456361,1,0,-2,2,2,-8,13,2
1563815719456361,0,-1,-2,-6,-2,5,-17,-2
1563815719457362,0,1,-1,1,2,6,9,3
1563815719457362,-2,0,3,6,1,1,-8,-4
1563815719469354,-1,-2,-3,-4,-3,-4,-7,-4
1563815719469354,0,1,0,-1,-3,-13,10,0
1563815719478349,-2,-2,-2,-1,-3,-4,8,-1
1563815719478349,1,1,-3,-4,2,5,-8,1
1563815719493339,-1,1,2,5,1,3,1,0
1563815719493339,-3,0,2,1,-1,-1,-7,-2
1563815719495339,-1,-3,-4,-2,1,3,-2,-2
1563815719495339,0,0,0,0,0,3,9,1
1563815719516327,-1,-2,-1,-1,-6,-13,-9,-7
1563815719516327,-1,-3,-2,-3,0,-3,2,-1
1563815719517326,-2,1,4,-1,-1,-1,1,-2
1563815719517326,-1,-3,-4,-4,1,5,-12,-1
1563815719538314,-2,-3,-2,-2,-2,-1,-4,1
1563815719538314,-3,-3,-5,-5,-6,-5,-6,-1
1563815719554306,-1,-1,0,1,2,1,1,1
1563815719554306,-1,1,4,2,-3,-1,2,0
1563815719561301,0,1,0,-3,0,6,2,1
1563815719561301,2,-1,1,1,1,-4,-5,1
1563815719568296,0,-1,0,2,-1,-3,-10,-3
1563815719568296,0,-1,-2,-3,-3,0,9,0
1563815719576293,1,-1,-1,1,0,-1,6,4
1563815719576293,0,0,2,4,6,26,-59,-9
1563815719577292,-1,-1,-4,-8,-5,-3,-5,-3
1563815719577292,-1,0,0,3,0,-4,-4,-2
1563815719589285,-2,1,0,-1,-1,9,-6,-5
1563815719589285,0,-3,-5,-2,-4,-6,16,3
1563815719598279,1,-1,0,1,-4,-7,2,1
1563815719598279,1,-2,-2,0,1,18,-9,-1
1563815719613271,-1,-1,-1,0,-2,-3,9,1
1563815719613271,-1,-1,-1,-2,-5,-29,12,1
1563815719615270,1,0,-1,-2,1,13,-4,-1
1563815719615270,-2,0,-1,-3,-3,-11,1,-1
1563815719636258,1,-1,-1,-1,0,0,1,0
1563815719636258,-2,-3,-3,-2,-2,-5,10,2
1563815719637257,-2,0,1,0,4,8,-9,-3
1563815719637257,-1,0,2,4,2,0,-14,-1
1563815719649250,-1,-2,-2,-1,-1,-8,-10,-2
1563815719649250,-1,-1,0,-2,-3,-7,19,1
1563815719658246,-1,1,4,3,2,0,-8,-2
1563815719658246,-1,-2,-3,-6,-2,-2,8,2
1563815719673236,-2,-1,-3,-2,0,2,-6,-5
1563815719673236,0,2,3,3,1,3,2,-2
1563815719675235,-1,-2,-4,-2,-3,-4,7,1
1563815719675235,-2,-1,0,2,-1,-8,1,-1
1563815719696224,-1,-3,1,-2,-3,2,1,0
1563815719696224,-1,-2,-8,-4,0,0,-3,1
1563815719698223,0,0,-2,-1,-4,-12,8,1
1563815719698223,1,-1,0,0,0,3,-3,-1
1563815719718211,0,-2,-1,0,-2,-9,24,6
1563815719718211,1,2,2,2,4,9,-8,-2
1563815719720210,-2,-1,0,0,0,-4,-4,-1
1563815719720210,-2,-2,-3,-1,-6,-3,-1,-3
1563815719733202,-2,-2,-2,-3,1,0,1,-1
1563815719733202,-2,0,-4,-5,-7,-2,4,0
1563815719739199,1,0,-1,-1,-1,-4,-3,0
1563815719739199,-1,-2,-3,-2,0,-5,15,0
1563815719756189,-2,1,1,4,2,1,-7,-4
1563815719756189,-1,0,2,3,3,5,-7,-1
1563815719757189,0,-3,-2,-2,-1,-4,13,5
1563815719757189,-2,-1,-1,-3,-2,4,-22,-4
1563815719778176,-1,1,0,0,-4,-2,-15,-4
1563815719778176,0,-1,2,2,5,6,8,3
1563815719780176,0,-1,-2,-1,-2,11,0,1
1563815719780176,-2,-1,1,0,0,-7,3,1
1563815719793168,0,0,1,2,-2,0,-4,-1
1563815719793168,-1,-2,-7,-4,-6,-2,-1,0
1563815719795166,0,-1,-2,-2,2,3,0,2
1563815719795166,-1,-1,-1,-1,-1,3,-2,-1
1563815719814155,-1,0,-1,0,1,5,2,-1
1563815719814155,-1,-2,-1,-2,-1,-15,-4,-1
1563815719823150,0,0,-1,1,-2,2,1,-1
1563815719823150,-1,-2,-3,-1,0,-7,-1,-3
1563815719838142,1,1,3,1,4,8,-14,-4
1563815719838142,-1,0,3,1,0,10,-15,-6
1563815719840144,-2,1,1,1,-2,-8,-3,-1
1563815719840144,-2,1,1,0,2,20,-48,-13
1563815719861129,-2,-3,-5,-4,-5,-7,35,13
1563815719861129,3,2,1,3,5,10,-12,-3
1563815719862129,-1,-1,0,0,0,4,-11,-4
1563815719862129,-1,-1,-1,-2,-2,-13,16,3
1563815719874133,-2,-3,-6,-6,-4,-10,8,1
1563815719874133,0,-2,-2,0,3,6,3,1
1563815719884116,-1,0,-1,-1,-3,-7,7,1
1563815719884116,0,-1,0,3,0,-6,17,5
1563815719898109,2,0,-2,-2,0,0,-13,-5
1563815719898109,-1,0,-2,0,-3,-2,10,2
1563815719900107,0,-1,-2,-5,1,4,-8,-3
1563815719900107,-1,-1,-1,2,-1,-2,10,3
1563815719921096,-1,2,2,0,-2,-8,-17,-7
1563815719921096,-1,0,-2,-2,-4,-1,8,1
1563815719923095,0,1,-1,-1,1,-4,1,-1
1563815719923095,0,-3,-3,-3,-1,-2,1,1
1563815719935087,-1,-2,-3,-1,-2,2,2,-1
1563815719935087,-1,0,2,0,-2,-6,3,1
1563815719944081,0,-4,-3,-5,-8,-19,34,4
1563815719944081,2,2,2,-1,5,22,-15,-4
1563815719958074,-1,0,0,1,1,-2,4,1
1563815719958074,-1,-4,-5,-4,-3,-2,0,0
1563815719960072,-1,1,4,6,2,-4,2,-1
1563815719960072,-1,1,0,-2,-4,-11,14,2
1563815719981060,-2,-3,-2,-2,-1,2,-2,-1
1563815719981060,-2,-2,-1,2,3,0,3,-3
1563815719982060,1,-1,-1,2,4,8,-10,-2
1563815719982060,-1,1,-2,-3,-14,-14,3,2
1563815719995052,0,1,-2,-3,0,4,-8,0
1563815719995052,-1,-1,-1,-1,0,3,-13,-2
1563815720004047,-2,-4,-3,-1,1,4,-9,-3
1563815720004047,-1,-1,-1,-1,1,1,-5,-3
1563815720026034,-1,-2,-2,-2,-1,-2,2,3
1563815720026034,-2,0,2,2,1,-5,-3,-3
1563815720028033,-2,0,-2,-3,-1,6,5,2
1563815720028033,-1,0,1,1,1,8,-22,0
1563815720042036,-2,0,0,-4,-3,-10,-19,-5
1563815720042036,-1,-1,-2,-1,1,5,3,2
1563815720047023,-1,-1,-1,0,-3,-7,-6,-1
1563815720047023,1,-4,-5,-3,-1,2,17,2
1563815720055018,1,-1,2,5,3,2,-2,-5
1563815720055018,0,-1,0,-2,-2,2,3,0
1563815720064013,-1,1,-1,-3,-1,-3,-11,-2
1563815720064013,-2,-2,1,-1,0,-10,-3,-5
1563815720078005,-2,1,-2,-2,-2,2,0,-1
1563815720078005,-1,-1,-1,1,0,-5,-4,-1
1563815720080004,0,1,0,0,-1,2,-3,-2
1563815720080004,-2,-2,0,-4,-5,-9,9,4
1563815720100994,-1,-1,1,1,0,6,-3,-3
1563815720100994,0,-3,-4,-3,-5,-9,-2,1
1563815720102991,0,-2,-2,-1,2,3,-4,-1
1563815720102991,-1,0,0,0,2,-2,-2,-1
1563815720114983,-1,-2,-4,-2,-1,2,7,0
1563815720114983,-1,0,0,-3,0,9,-23,-3
1563815720123986,0,3,2,1,4,16,-21,-10
1563815720123986,-1,-2,-2,-1,-5,-30,12,1
1563815720138970,1,2,2,2,3,6,-7,0
1563815720138970,0,-2,0,0,2,-2,4,-4
1563815720139970,-1,-2,-2,-2,0,10,-11,-6
1563815720139970,-1,-2,-1,1,0,-1,-2,-4
1563815720160957,-2,-1,1,-1,0,-8,4,0
1563815720160957,0,2,1,-3,0,10,-11,-2
1563815720162956,-1,-2,-1,1,-3,-9,6,3
1563815720162956,1,0,0,-1,0,2,2,-1
1563815720174949,1,-2,-3,2,0,7,-7,1
1563815720174949,0,-1,-3,-4,-3,1,-8,1
1563815720190940,1,-2,0,-1,-3,-5,1,1
1563815720190940,-1,3,2,3,3,1,-9,-3
1563815720197936,1,-3,-3,-1,-1,1,7,2
1563815720197936,-1,0,0,0,-2,-7,19,2
1563815720205931,-1,0,-5,-5,-6,-10,12,0
1563815720205931,-2,-2,0,0,0,5,-2,-1
1563815720220922,-3,0,3,0,-3,-2,-1,-3
1563815720220922,-1,-2,-5,-2,-1,5,4,0
1563815720222922,-4,-2,0,2,1,-13,4,1
1563815720222922,-1,-2,-4,-3,-6,-22,17,3
1563815720243909,-2,-1,-3,-4,-6,-1,-8,-2
1563815720243909,-1,-1,1,-2,0,-5,8,0
1563815720244909,0,0,-1,-1,-2,4,-3,-1
1563815720244909,-3,0,-1,-2,-4,3,4,-1
1563815720258900,-2,-1,2,6,0,-5,3,-1
1563815720258900,-3,-3,-4,-4,-5,-16,8,0
1563815720259900,1,-1,-3,-2,0,7,-14,-3
1563815720259900,2,1,0,1,6,12,0,-1
1563815720280889,0,-2,-3,-3,-2,-5,-21,-2
1563815720280889,-2,-1,0,3,-1,-1,7,0
1563815720282888,-1,-1,-2,-1,-1,-5,4,1
1563815720282888,-1,-1,-3,-2,-3,-1,11,3
1563815720303875,-1,-1,1,-3,1,3,-7,-5
1563815720303875,0,1,2,0,-1,-3,3,-2
1563815720305873,0,-2,0,0,-2,-4,2,-1
1563815720305873,0,0,-2,3,3,9,-21,-2
1563815720318866,0,-2,-3,-4,-1,-3,14,2
1563815720318866,-2,-3,-4,-5,-6,-7,-1,-1
1563815720319866,-1,-1,-1,3,0,-5,3,0
1563815720319866,-1,-1,1,0,1,4,-4,-2
1563815720340854,1,-1,-2,-4,-5,-3,23,4
1563815720340854,0,-1,1,1,0,-1,-14,-3
1563815720342853,0,-1,0,2,2,3,0,2
1563815720342853,-3,-2,-3,-4,-6,-2,-4,-3
1563815720363841,-3,-3,-2,1,1,-8,-2,-2
1563815720363841,0,0,-1,0,1,2,8,2
1563815720364840,-2,-3,0,-1,-4,-17,21,5
1563815720364840,1,1,-1,-3,4,14,-16,-5
1563815720377832,1,-1,-2,-2,-2,1,12,3
1563815720377832,-2,-1,-1,2,0,-1,-11,-5
1563815720384829,-1,-2,-3,-3,-1,2,-4,-4
1563815720384829,0,-1,0,0,-3,-5,0,-1
1563815720400818,0,-1,-2,0,1,0,-5,0
1563815720400818,0,0,0,1,3,14,-18,-3
1563815720402819,-2,0,-2,-4,-4,0,-7,-3
1563815720402819,0,0,2,1,-4,-20,0,-3
1563815720423808,-1,-1,-3,-2,5,19,2,0
1563815720423808,-1,-3,-1,2,-1,-14,0,1
1563815720424805,1,0,-2,-5,-1,8,-2,-2
1563815720424805,0,-1,-2,-1,0,-10,12,1
1563815720437798,-2,-1,0,-1,-2,-12,1,-1
1563815720437798,1,0,-1,0,-1,-1,15,5
1563815720444794,-1,0,0,1,-2,0,-3,-3
1563815720444794,-2,-2,-5,-4,-1,3,3,0
1563815720459786,-2,-2,-2,-5,-7,-10,12,-3
1563815720459786,1,0,0,-5,-2,2,4,3
1563815720468780,-2,-1,0,-2,-5,-8,16,3
1563815720468780,1,-1,2,5,1,7,-10,-2
1563815720483772,1,0,-1,0,2,3,7,2
1563815720483772,-4,-2,-4,-5,-11,-22,-7,-5
1563815720490767,2,0,-1,2,5,7,-17,-3
1563815720490767,-1,-3,-1,-3,0,1,-3,-1
1563815720498764,-1,-1,-2,2,-2,-5,-9,-3
1563815720498764,1,1,2,4,6,13,5,1
1563815720504762,-2,0,0,1,0,3,7,1
1563815720504762,-2,0,0,1,0,8,-24,-5
1563815720520751,0,-1,-2,-2,1,7,-7,-1
1563815720520751,0,-1,-4,-5,-1,3,1,-2
1563815720522750,-1,1,1,3,2,11,-13,-5
1563815720522750,0,1,0,-3,-1,-11,-5,-2
1563815720543737,-1,0,1,1,0,1,1,-3
1563815720543737,-1,-2,-1,1,-2,2,2,-1
1563815720544737,0,-2,-2,-3,3,11,-24,-5
1563815720544737,-2,-2,-2,-2,-2,-2,7,0
1563815720557729,0,2,1,0,0,-6,-9,-3
1563815720557729,-2,-3,-2,-7,-2,-5,15,2
1563815720565725,1,-1,-3,2,0,-6,0,-2
1563815720565725,-1,-1,1,0,-2,-2,5,1
1563815720580717,-2,1,1,-1,-1,3,-10,-5
1563815720580717,-1,1,0,1,-2,0,-11,-3
1563815720582715,-1,-2,-2,-4,-2,-2,10,2
1563815720582715,0,0,-2,1,2,12,-3,1
1563815720603705,0,0,-1,0,-2,-18,-1,2
1563815720603705,-1,-1,-2,0,0,3,7,1
1563815720604701,0,-1,1,0,1,0,4,-1
1563815720604701,-2,-4,-7,-4,-4,-9,4,-1
1563815720617696,0,1,5,1,-2,8,-13,-1
1563815720617696,0,1,1,1,4,2,-24,-6
1563815720624691,-1,-1,0,1,0,-5,0,1
1563815720624691,0,-1,-1,-1,-1,2,3,1
1563815720640682,-1,-2,-3,0,2,9,-4,-3
1563815720640682,-1,-2,-3,-3,-4,-10,7,-1
1563815720646678,-2,-1,-2,-2,-2,-3,2,1
1563815720646678,1,0,2,1,1,0,2,0
1563815720663668,-1,-1,-1,1,0,-3,0,-1
1563815720663668,-2,-1,-2,-2,-2,0,1,-1
1563815720664670,-1,-1,2,4,-1,-2,2,1
1563815720664670,0,2,3,3,3,14,-20,-3
1563815720677660,-2,-1,1,0,-1,-9,-5,-8
1563815720677660,1,-2,-3,-1,4,10,-9,0
1563815720684656,0,-1,0,-2,-4,0,4,0
1563815720684656,-2,-1,-2,-2,-2,-10,-2,-2
1563815720700647,-2,-4,-4,-2,0,-3,6,2
1563815720700647,-2,1,2,2,1,-3,-13,-7
1563815720702648,0,0,-2,-5,-2,3,-5,-2
1563815720702648,0,-1,0,2,-1,-11,9,1
1563815720730629,0,0,-4,-4,0,4,2,2
1563815720730629,0,-1,-1,-3,-3,0,6,2
1563815720732629,0,-2,-3,-1,-2,2,6,0
1563815720732629,-2,-1,3,3,2,-6,-11,-3
1563815720745623,-3,-4,-4,-4,-3,-3,22,5
1563815720745623,-1,-3,-2,-2,-1,-2,-5,-1
1563815720747623,-2,0,0,-4,-2,-7,-4,-4
1563815720747623,0,-1,-3,-2,-2,2,1,2
1563815720768611,-3,-2,-2,1,-2,-15,27,2
1563815720768611,-1,1,-1,-3,-2,-2,-1,-3
1563815720770607,-2,-3,-1,-1,-5,-14,1,0
1563815720770607,-2,0,-3,-2,7,30,-2,1
1563815720784599,-2,-1,-2,-4,-8,-15,-6,1
1563815720784599,1,0,0,3,2,7,-10,-6
1563815720785598,0,-2,-2,-3,-1,-3,-2,2
1563815720785598,0,-1,-1,-2,-2,1,17,2
1563815720805590,1,1,0,0,4,4,-17,-2
1563815720805590,-2,-1,-1,0,0,-1,1,1
1563815720807590,-2,-1,-1,-3,-6,-1,-5,-1
1563815720807590,-2,-3,-1,-1,-4,-13,-3,-3
1563815720820597,0,0,0,0,2,17,3,1
1563815720820597,-1,0,-2,-4,-6,-18,17,0
1563815720822577,0,0,-2,4,5,6,-10,-2
1563815720822577,0,-1,-3,-2,-2,-2,11,1
1563815720843584,-1,0,1,3,-1,-1,-10,-1
1563815720843584,-1,-2,0,-2,-1,-1,-3,0
1563815720845564,-1,0,0,0,3,13,-14,-3
1563815720845564,-3,1,-1,-3,-2,-16,2,-2
1563815720857557,-2,2,2,2,0,2,-11,-5
1563815720857557,-1,0,-2,1,1,2,3,2
1563815720866552,-1,-2,-5,-4,-3,-13,18,1
1563815720866552,-1,-1,0,-1,-3,-6,-6,0
1563815720880547,0,1,0,1,3,22,-28,-9
1563815720880547,0,-1,0,1,-1,-7,0,-1
1563815720882544,1,-3,-2,-1,-2,-4,12,4
1563815720882544,-1,0,-2,0,1,2,-8,-2
1563815720903531,-1,-1,0,-1,-2,-2,13,5
1563815720903531,-1,1,1,2,3,8,-17,-2
1563815720905530,0,-5,-5,-6,-4,-1,4,3
1563815720905530,1,2,3,3,1,3,-4,-2
1563815720925538,0,-1,-3,0,-1,-4,6,-1
1563815720925538,-1,-2,0,1,-1,0,-12,-2
1563815720927517,-1,-1,-1,-1,-3,0,0,-1
1563815720927517,1,-1,-4,-3,-1,-1,2,1
1563815720940510,1,-1,0,-2,1,8,7,1
1563815720940510,0,1,-2,1,-2,0,-12,-3
1563815720948505,-1,1,0,0,1,11,-9,-1
1563815720948505,-2,-2,-1,0,-1,1,-1,-1
1563815720963496,-1,-2,-2,-3,-1,0,0,1
1563815720963496,-1,-2,-2,-3,-2,10,-12,-2
1563815720965497,0,1,2,1,-1,-3,-4,-1
1563815720965497,-1,2,4,3,0,4,0,-4
1563815720977489,0,1,-1,0,-1,-7,-5,0
1563815720977489,-1,-3,-4,-4,-2,-8,7,2
1563815720986484,-3,-1,-2,-3,-3,-3,-3,-3
1563815720986484,0,-1,-5,-3,-3,0,-4,-1
1563815721001476,-2,-2,1,1,-1,-1,5,0
1563815721001476,-1,-1,0,2,-2,1,13,3
1563815721002477,0,-2,-1,-2,1,-4,-4,-1
1563815721002477,0,-1,-1,-1,0,3,-4,-4
1563815721024465,-1,-3,-4,-1,-5,-19,-2,0
1563815721024465,-1,-1,-4,-2,-1,-2,7,-1
1563815721046449,-1,1,-1,-1,-2,1,2,-1
1563815721046449,0,-2,0,0,-2,-9,27,8
1563815721047448,2,1,2,1,5,22,-12,-1
1563815721047448,-3,-2,-2,0,0,-6,-1,0
1563815721049447,-1,0,0,0,-5,-4,-3,-2
1563815721049447,-1,-2,-2,-1,-3,-4,5,0
1563815721061440,-2,0,3,1,-2,-6,8,0
1563815721061440,-2,-1,1,0,3,9,-17,-4
1563815721062440,0,1,0,6,3,5,2,1
1563815721062440,-2,-4,-3,-3,-2,3,-8,-3
1563815721083431,-3,-2,-4,-2,-1,3,1,-2
1563815721083431,-2,0,1,0,-1,-12,1,0
1563815721085427,-2,-1,0,-3,0,-3,-8,-6
1563815721085427,1,0,-2,-3,1,1,-16,0
1563815721097423,0,-2,-1,-1,-1,2,4,0
1563815721097423,-1,-2,0,-1,-1,-3,5,-2
1563815721106414,-3,0,1,2,1,-5,-1,0
1563815721106414,0,-2,0,-2,2,3,13,1
1563815721121407,0,2,-2,-1,0,4,-47,-11
1563815721121407,0,1,0,-1,-3,2,-1,-2
1563815721122406,0,-2,1,0,5,11,-8,-1
1563815721122406,-1,-1,-1,-3,-5,0,-5,-3
1563815721143394,-1,-1,-2,-1,-1,-4,18,3
1563815721143394,-1,0,2,0,-1,-6,-17,-4
1563815721145393,0,-2,-2,-1,-1,0,-4,-1
1563815721145393,-1,-2,-2,-1,-1,-2,2,1
1563815721166382,-3,-1,0,0,-4,-17,7,0
1563815721166382,1,1,2,3,2,25,-2,-1
1563815721167381,0,0,1,2,2,-1,-19,-8
1563815721167381,0,-1,-4,-1,1,-1,-3,1
1563815721181371,-1,-2,0,-4,-5,-11,-1,0
1563815721181371,-1,-1,-2,-2,-5,-4,14,0
1563815721182371,0,-2,-1,0,-2,-4,4,2
1563815721182371,-2,2,2,2,2,3,-3,-5
1563815721204377,-1,0,-3,-1,1,-6,-4,-1
1563815721204377,-1,-2,-3,-3,-2,-3,13,3
1563815721205358,1,1,-2,-3,2,24,-23,-1
1563815721205358,-1,-1,1,2,-2,-10,-2,-1
1563815721226365,2,1,-1,-3,1,17,7,3
1563815721226365,-3,-2,0,2,0,-6,-11,-3
1563815721227344,-1,0,0,-1,-2,-9,12,-1
1563815721227344,-1,-3,-2,1,-3,1,-4,-2
1563815721248332,-1,-1,2,2,5,9,-2,-1
1563815721248332,1,-1,0,-1,-3,-6,7,1
1563815721250332,-4,-1,-1,-2,-6,-11,4,2
1563815721250332,-1,0,-2,-5,-4,-5,-2,-1
