timestamp,x,y,z,w
1564164025052109,-0.0892334,0.0636597,0.345093,0.932129
1564164025073601,-0.0899048,0.0627441,0.345032,0.932129
1564164025089539,-0.0897827,0.062439,0.34491,0.93219
1564164025110500,-0.0892944,0.0623779,0.344666,0.932312
1564164025132958,-0.0891724,0.0622559,0.344604,0.932373
1564164025149435,-0.0895386,0.0618286,0.344604,0.932373
1564164025178380,-0.0899658,0.0610962,0.344604,0.932373
1564164025193371,-0.0897827,0.0605469,0.344482,0.932495
1564164025209818,-0.0893555,0.0602417,0.344238,0.932617
1564164025230821,-0.0891724,0.0598755,0.344116,0.932739
1564164025253275,-0.0892944,0.0597534,0.343994,0.932739
1564164025269704,-0.0897217,0.0594482,0.344055,0.932739
1564164025290705,-0.0901489,0.0588989,0.344055,0.932739
1564164025313127,-0.090332,0.0585938,0.344055,0.932739
1564164025329592,-0.0901489,0.0584717,0.344177,0.932678
1564164025350556,-0.0900269,0.0583496,0.344238,0.932678
1564164025368524,-0.09021,0.0581665,0.34436,0.932617
1564164025390982,-0.0906372,0.0578003,0.344421,0.932617
1564164025410481,-0.0906372,0.0578003,0.344421,0.932617
1564164025428408,-0.0906372,0.0578003,0.344421,0.932617
1564164025458353,-0.0906372,0.0578003,0.344421,0.932617
1564164025470837,-0.0908203,0.0577393,0.344543,0.932556
1564164025488798,-0.0910034,0.0575562,0.344666,0.932495
1564164025511757,-0.0910034,0.0575562,0.344666,0.932495
1564164025538245,-0.0909424,0.057312,0.344788,0.932434
1564164025548685,-0.0908813,0.0568237,0.34491,0.932434
1564164025571145,-0.0906982,0.0567627,0.345032,0.932434
1564164025590647,-0.090332,0.0569458,0.345154,0.932434
1564164025608574,-0.0903931,0.0568237,0.345276,0.932373
1564164025631034,-0.0908203,0.0563354,0.345398,0.932312
1564164025650999,-0.0910645,0.0559082,0.345398,0.932312
1564164025668464,-0.0911255,0.055542,0.345398,0.932312
1564164025691422,-0.0909424,0.0552979,0.345459,0.932373
1564164025710891,-0.0910034,0.0546875,0.345459,0.932373
1564164025736338,-0.0913086,0.0540161,0.345642,0.932312
1564164025751333,-0.0917358,0.0532227,0.345825,0.932251
1564164025770812,-0.0926514,0.0518188,0.346008,0.93219
1564164025796226,-0.0936279,0.0504761,0.346313,0.932007
1564164025817196,-0.0940552,0.0494385,0.346497,0.931946
1564164025830722,-0.0936279,0.0491333,0.346619,0.932007
1564164025848629,-0.09375,0.048645,0.346985,0.931885
1564164025871087,-0.0946045,0.0476685,0.347473,0.931641
1564164025890552,-0.0956421,0.0462646,0.34845,0.931213
1564164025908519,-0.0963745,0.0447388,0.349121,0.930969
1564164025930975,-0.0955811,0.0452271,0.348511,0.931274
1564164025958423,-0.0941772,0.0471802,0.347229,0.931824
1564164025968405,-0.0932617,0.048584,0.346924,0.931946
1564164025991373,-0.093811,0.0479126,0.34729,0.931763
1564164026013824,-0.0949097,0.0473022,0.347412,0.931641
1564164026027799,-0.095459,0.0482178,0.346802,0.931763
1564164026050263,-0.0953979,0.0496216,0.346375,0.931885
1564164026071722,-0.09552,0.0496216,0.347168,0.93158
1564164026087694,-0.0966797,0.0490723,0.347656,0.931274
1564164026110151,-0.0969238,0.0498657,0.347046,0.931458
1564164026131189,-0.0966187,0.0515747,0.346313,0.931641
1564164026147676,-0.0979614,0.0536499,0.346252,0.931458
1564164026170115,-0.10083,0.0541992,0.346558,0.930969
1564164026191602,-0.103333,0.0537109,0.346313,0.930847
1564164026208044,-0.103699,0.0541382,0.345886,0.930908
1564164026237990,-0.103455,0.055542,0.345703,0.930908
1564164026253993,-0.104492,0.0563965,0.346375,0.930481
1564164026267934,-0.107178,0.0563354,0.347595,0.929749
1564164026290893,-0.110229,0.055481,0.34845,0.929138
1564164026311353,-0.111877,0.0549316,0.34906,0.928772
1564164026327823,-0.112244,0.0551147,0.349304,0.928589
1564164026350279,-0.112366,0.055603,0.349548,0.928467
1564164026372742,-0.113281,0.0556641,0.34967,0.928284
1564164026387718,-0.114685,0.055481,0.349731,0.928101
1564164026410170,-0.115845,0.0553589,0.349976,0.927856
1564164026432628,-0.11615,0.0552979,0.350159,0.927795
1564164026447101,-0.11615,0.0553589,0.350159,0.927795
1564164026470558,-0.116455,0.0553589,0.350342,0.927673
1564164026492517,-0.116882,0.0551758,0.350403,0.927612
1564164026515475,-0.116821,0.055603,0.350403,0.927612
1564164026530447,-0.116821,0.055603,0.350403,0.927551
1564164026552905,-0.116882,0.055603,0.350403,0.927551
1564164026567379,-0.116943,0.0558472,0.35022,0.927612
1564164026590334,-0.117065,0.0562744,0.350037,0.927612
1564164026612793,-0.117188,0.0565796,0.349854,0.927673
1564164026627267,-0.117249,0.0565796,0.349854,0.927673
1564164026650223,-0.117065,0.0567017,0.34967,0.927734
1564164026672683,-0.117126,0.0570679,0.349548,0.927795
1564164026687156,-0.117432,0.057251,0.349426,0.927795
1564164026710112,-0.117676,0.0574341,0.349304,0.927795
1564164026732571,-0.117737,0.0574341,0.349304,0.927795
1564164026755528,-0.117493,0.0574341,0.349121,0.927856
1564164026770499,-0.117493,0.0574951,0.349121,0.927856
1564164026793457,-0.117432,0.0574341,0.348938,0.927917
1564164026806933,-0.117493,0.057373,0.348755,0.92804
1564164026830388,-0.117493,0.0574341,0.348755,0.92804
1564164026852848,-0.11731,0.057373,0.348511,0.928101
1564164026873813,-0.11731,0.057312,0.348328,0.928162
1564164026890278,-0.11731,0.057373,0.348328,0.928162
1564164026912737,-0.117249,0.057251,0.348206,0.928284
1564164026933728,-0.117249,0.057251,0.348206,0.928284
1564164026956152,-0.117188,0.0574341,0.348022,0.928345
1564164026972626,-0.117188,0.0574341,0.348022,0.928345
1564164026993587,-0.117188,0.0574951,0.348022,0.928345
1564164027010552,-0.117188,0.0574951,0.348022,0.928345
1564164027033010,-0.117065,0.0575562,0.3479,0.928345
1564164027053995,-0.116943,0.0578003,0.347778,0.928406
1564164027070945,-0.116943,0.0578003,0.347778,0.928406
1564164027092900,-0.116943,0.0578613,0.347778,0.928406
1564164027113998,-0.116821,0.0579224,0.347717,0.928467
1564164027130403,-0.116882,0.0579834,0.347717,0.928467
1564164027152862,-0.116882,0.0579834,0.347717,0.928467
1564164027173826,-0.116638,0.0578003,0.347656,0.928528
1564164027191810,-0.116394,0.0575562,0.347534,0.928589
1564164027212758,-0.11615,0.0571289,0.347412,0.928711
1564164027233750,-0.115662,0.0564575,0.347107,0.928894
1564164027250190,-0.115173,0.055481,0.346985,0.929077
1564164027273148,-0.114197,0.0551758,0.346741,0.929321
1564164027295105,-0.111572,0.0560303,0.34668,0.929626
1564164027316586,-0.108582,0.0571289,0.346619,0.929871
1564164027332529,-0.106995,0.0578003,0.346924,0.929932
1564164027355487,-0.107422,0.0585327,0.347473,0.929626
1564164027370458,-0.108398,0.0567627,0.347961,0.929443
1564164027400407,-0.108887,0.0550537,0.348083,0.929443
1564164027415384,-0.107788,0.0534058,0.348267,0.929626
1564164027430853,-0.105652,0.0523682,0.348694,0.929749
1564164027454304,-0.103699,0.0518188,0.348389,0.930115
1564164027475264,-0.102905,0.0514526,0.348267,0.930298
1564164027489737,-0.1026,0.0505981,0.348389,0.930298
1564164027512701,-0.101746,0.0500488,0.348389,0.93042
1564164027535153,-0.100037,0.050415,0.348206,0.930664
1564164027549627,-0.0973511,0.0513306,0.348022,0.930969
1564164027572581,-0.0953369,0.052124,0.347961,0.931152
1564164027595044,-0.0938721,0.0535889,0.348022,0.931213
1564164027609517,-0.0930786,0.0545654,0.348328,0.931091
1564164027640458,-0.0930176,0.0554199,0.348511,0.930969
1564164027654931,-0.0925903,0.0570068,0.348389,0.930969
1564164027669401,-0.0921631,0.0585938,0.347961,0.931091
1564164027692879,-0.0917969,0.0583496,0.348206,0.93103
1564164027715337,-0.0910645,0.0578613,0.348267,0.931152
1564164027736320,-0.0897217,0.0586548,0.347717,0.931396
1564164027754245,-0.0883789,0.0600586,0.34729,0.931641
1564164027775206,-0.088562,0.0603638,0.347534,0.931458
1564164027796226,-0.0898438,0.0596313,0.347717,0.931335
1564164027813138,-0.0906372,0.0595093,0.347473,0.931335
1564164027835093,-0.0901489,0.0598755,0.34729,0.931458
1564164027856589,-0.0895996,0.0599365,0.347107,0.93158
1564164027873024,-0.0898438,0.0593262,0.347168,0.93158
1564164027901472,-0.0905762,0.0582886,0.347229,0.931519
1564164027916482,-0.0911255,0.0575562,0.346985,0.93158
1564164027932919,-0.0914307,0.0569458,0.34668,0.931763
1564164027955871,-0.0917358,0.0561523,0.346313,0.931885
1564164027976369,-0.0921021,0.0552979,0.346008,0.932007
1564164027992802,-0.0927734,0.0544434,0.345886,0.932068
1564164028015260,-0.0935669,0.0535889,0.345825,0.932007
1564164028036259,-0.0939941,0.0529175,0.345764,0.932068
1564164028052690,-0.0938721,0.0524292,0.345642,0.932129
1564164028075155,-0.0940552,0.0518799,0.34552,0.93219
1564164028103599,-0.0946655,0.0510864,0.345459,0.93219
1564164028112587,-0.09552,0.0501709,0.345337,0.932251
1564164028135039,-0.0960083,0.0492554,0.345154,0.932312
1564164028156530,-0.0960693,0.0482788,0.34491,0.932434
1564164028180453,-0.0964355,0.0470581,0.344849,0.932434
1564164028195426,-0.0963135,0.0463867,0.345093,0.932434
1564164028216392,-0.0949097,0.0471191,0.345093,0.932556
1564164028231857,-0.0926514,0.0492554,0.34552,0.932495
1564164028255313,-0.0901489,0.0532227,0.346375,0.93219
1564164028277775,-0.0872803,0.0593872,0.347473,0.931702
1564164028292247,-0.0845947,0.0682373,0.348145,0.931091
1564164028315205,-0.0814209,0.0797729,0.347656,0.930603
1564164028337659,-0.076355,0.0949097,0.346191,0.930176
1564164028352155,-0.0692139,0.112854,0.344116,0.929504
1564164028382580,-0.0614624,0.133789,0.341003,0.928406
1564164028397548,-0.0539551,0.155457,0.336975,0.927002
1564164028419009,-0.0474243,0.178467,0.332336,0.924866
1564164028434978,-0.0412598,0.20282,0.327332,0.921936
1564164028458452,-0.034668,0.227356,0.321167,0.91864
1564164028478935,-0.0272827,0.252136,0.314209,0.914795
1564164028496866,-0.019165,0.277283,0.306458,0.910339
1564164028519323,-0.0113525,0.302979,0.297668,0.905212
1564164028538825,-0.00445557,0.328369,0.288147,0.899475
1564164028555256,0.00128174,0.352539,0.277954,0.893494
1564164028577715,0.00549316,0.37561,0.266968,0.88739
1564164028598674,0.00939941,0.397949,0.255798,0.88092
1564164028615144,0.0133667,0.419312,0.244324,0.874207
1564164028637606,0.0157471,0.439148,0.232544,0.867615
1564164028659063,0.0164795,0.457336,0.221008,0.861206
1564164028675536,0.0170288,0.474243,0.209351,0.854919
1564164028697491,0.0181274,0.488892,0.196838,0.849609
1564164028720448,0.0198364,0.502869,0.183411,0.84436
1564164028735919,0.0212402,0.516785,0.170227,0.838684
1564164028757878,0.0221558,0.530457,0.158386,0.832458
1564164028778343,0.0222778,0.542969,0.147522,0.826355
1564164028795328,0.0214233,0.555908,0.13623,0.819702
1564164028817767,0.0205078,0.56781,0.125488,0.813232
1564164028838772,0.0189819,0.580261,0.11499,0.80603
1564164028855201,0.0162964,0.592224,0.106262,0.798462
1564164028877658,0.0129395,0.603516,0.0997314,0.790955
1564164028898636,0.0098877,0.613464,0.0956421,0.783752
1564164028915096,0.00750732,0.622681,0.0924683,0.776917
1564164028938055,0.00708008,0.630798,0.0895996,0.77063
1564164028959006,0.00976563,0.638123,0.086731,0.764893
1564164028974478,0.0144653,0.644531,0.0841675,0.759705
1564164028997934,0.0198975,0.650146,0.0831909,0.754944
1564164029019394,0.0258789,0.654541,0.0834961,0.750916
1564164029025881,0.0325317,0.65802,0.0842285,0.747498
1564164029042351,0.039917,0.660645,0.0847778,0.744812
1564164029064817,0.0477295,0.662537,0.0846558,0.742615
1564164029085772,0.055542,0.663452,0.0845337,0.741333
1564164029102241,0.0625,0.663025,0.085022,0.741089
1564164029123207,0.0678711,0.661377,0.0864868,0.741882
1564164029145690,0.0723267,0.658569,0.0878906,0.743774
1564164029162142,0.0771484,0.65509,0.0883179,0.746338
1564164029183120,0.0822144,0.651062,0.088623,0.749268
1564164029214563,0.086731,0.64679,0.0894775,0.75238
1564164029220519,0.090332,0.642517,0.0905151,0.755432
1564164029242979,0.0933228,0.63855,0.0910645,0.758423
1564164029265936,0.0959473,0.634644,0.0908203,0.761353
1564164029280913,0.0984497,0.630737,0.0903931,0.764343
1564164029303366,0.100525,0.627319,0.0905151,0.766846
1564164029325823,0.101501,0.624084,0.0916748,0.769226
1564164029342296,0.101746,0.620789,0.0932007,0.771667
1564164029363268,0.102356,0.61792,0.0940552,0.773804
1564164029385712,0.103882,0.615479,0.093811,0.775574
1564164029400705,0.105591,0.61322,0.0934448,0.777161
1564164029423163,0.106812,0.611328,0.0936279,0.778442
1564164029445600,0.107361,0.609558,0.0943604,0.779663
1564164029462091,0.107605,0.60791,0.0950928,0.780823
1564164029490539,0.108154,0.606506,0.095459,0.78186
1564164029501001,0.10907,0.605103,0.0953979,0.782776
1564164029520463,0.110413,0.603699,0.0950928,0.783691
1564164029542941,0.111755,0.6026,0.0950928,0.784363
1564164029568373,0.112671,0.601379,0.0953979,0.785156
1564164029580868,0.113464,0.600037,0.0957031,0.786011
1564164029603313,0.114441,0.598633,0.0956421,0.786987
1564164029621775,0.116028,0.597046,0.0953979,0.787964
1564164029640746,0.118225,0.595459,0.0948486,0.788879
1564164029663197,0.120361,0.59375,0.0942993,0.789917
1564164029681165,0.122314,0.591858,0.0938721,0.791077
1564164029700649,0.123962,0.590149,0.0934448,0.792175
1564164029723084,0.125244,0.58844,0.0931396,0.793274
1564164029741056,0.12616,0.586975,0.0930786,0.79425
1564164029760537,0.126404,0.585632,0.0930786,0.795166
1564164029782996,0.126343,0.58429,0.0930786,0.796143
1564164029800942,0.12616,0.583069,0.0931396,0.797119
1564164029822485,0.126038,0.581848,0.0932007,0.797974
1564164029844439,0.12616,0.580627,0.0932007,0.798828
