timestamp,x,y,z
1564164021338010,-0.25,-0.161621,0.868164
1564164021355976,-0.249512,-0.163574,0.872559
1564164021375439,-0.246582,-0.168945,0.869141
1564164021398397,-0.243652,-0.169434,0.867676
1564164021415865,-0.249512,-0.162109,0.87207
1564164021435827,-0.244629,-0.169922,0.875
1564164021458285,-0.241211,-0.169922,0.873535
1564164021476253,-0.243164,-0.163086,0.874512
1564164021495717,-0.243652,-0.161621,0.873047
1564164021521169,-0.237305,-0.17041,0.877441
1564164021536142,-0.239258,-0.161133,0.875488
1564164021555604,-0.23291,-0.171387,0.876465
1564164021578064,-0.238281,-0.16748,0.883301
1564164021596031,-0.233887,-0.162598,0.881348
1564164021615494,-0.236328,-0.159668,0.878418
1564164021637952,-0.23877,-0.164551,0.877441
1564164021655919,-0.231445,-0.167969,0.879883
1564164021676880,-0.236328,-0.170898,0.880371
1564164021700337,-0.23584,-0.16748,0.878906
1564164021721298,-0.236328,-0.160645,0.878418
1564164021737767,-0.233398,-0.167969,0.879883
1564164021760225,-0.233398,-0.168457,0.877441
1564164021774698,-0.233398,-0.167969,0.875977
1564164021798155,-0.230469,-0.168457,0.874023
1564164021820115,-0.227539,-0.167969,0.876953
1564164021834587,-0.230957,-0.16748,0.873535
1564164021858043,-0.229492,-0.17041,0.871582
1564164021880502,-0.226074,-0.169434,0.874512
1564164021894476,-0.23291,-0.169922,0.881836
1564164021917434,-0.231445,-0.166504,0.875488
1564164021940390,-0.230957,-0.162598,0.879395
1564164021954863,-0.229492,-0.166016,0.878906
1564164021977821,-0.229004,-0.167969,0.874512
1564164022001776,-0.228516,-0.166504,0.887695
1564164022014752,-0.225098,-0.161133,0.884277
1564164022037720,-0.219238,-0.161621,0.890137
1564164022060168,-0.231445,-0.157715,0.875
1564164022075140,-0.226074,-0.162109,0.874023
1564164022097598,-0.226563,-0.163574,0.873535
1564164022120057,-0.224121,-0.164551,0.885254
1564164022141517,-0.229492,-0.155273,0.875977
1564164022157986,-0.222168,-0.154297,0.875
1564164022180444,-0.228516,-0.164551,0.874023
1564164022201405,-0.217285,-0.163086,0.878418
1564164022219380,-0.221191,-0.162109,0.871582
1564164022240333,-0.217773,-0.168457,0.882324
1564164022262791,-0.220703,-0.166992,0.880859
1564164022278762,-0.216797,-0.157715,0.884277
1564164022300222,-0.219238,-0.160156,0.882813
1564164022322680,-0.219238,-0.163086,0.881348
1564164022337652,-0.224121,-0.166504,0.884277
1564164022360110,-0.219238,-0.158691,0.891113
1564164022381570,-0.226074,-0.149902,0.883301
1564164022404028,-0.229004,-0.166016,0.885254
1564164022420497,-0.227051,-0.169434,0.881836
1564164022441458,-0.21875,-0.15918,0.881836
1564164022457930,-0.220215,-0.160156,0.889648
1564164022480386,-0.223633,-0.15918,0.886719
1564164022501351,-0.222168,-0.169434,0.879883
1564164022517820,-0.224121,-0.161621,0.872559
1564164022540275,-0.212891,-0.160645,0.887207
1564164022562733,-0.219238,-0.158691,0.883301
1564164022577706,-0.220215,-0.165039,0.884766
1564164022600167,-0.229004,-0.157227,0.879883
1564164022630108,-0.211426,-0.166504,0.882324
1564164022637594,-0.214844,-0.192871,0.888184
1564164022660551,-0.222168,-0.176758,0.887207
1564164022682511,-0.225098,-0.152344,0.870605
1564164022696984,-0.231445,-0.168945,0.880859
1564164022720441,-0.234863,-0.162598,0.862305
1564164022742901,-0.216309,-0.175781,0.874023
1564164022756872,-0.213867,-0.173828,0.876465
1564164022780329,-0.211914,-0.175293,0.888672
1564164022802788,-0.213867,-0.178711,0.87793
1564164022817263,-0.21582,-0.177734,0.881348
1564164022840218,-0.211914,-0.181152,0.878418
1564164022862676,-0.211426,-0.175293,0.884277
1564164022877149,-0.208496,-0.179688,0.888672
1564164022907593,-0.218262,-0.174805,0.878906
1564164022922565,-0.219727,-0.182129,0.885254
1564164022937042,-0.219238,-0.17627,0.881348
1564164022960496,-0.216797,-0.177246,0.884766
1564164022982955,-0.213867,-0.179199,0.883301
1564164022996926,-0.218262,-0.177246,0.876953
1564164023020383,-0.216309,-0.181152,0.885254
1564164023042844,-0.210449,-0.179688,0.888672
1564164023063801,-0.213379,-0.175293,0.885742
1564164023080275,-0.22168,-0.17334,0.878906
1564164023108718,-0.219727,-0.183105,0.880859
1564164023123695,-0.214844,-0.179199,0.884277
1564164023140161,-0.214844,-0.177246,0.880859
1564164023162619,-0.211914,-0.169922,0.875
1564164023183580,-0.208496,-0.181641,0.878906
1564164023200049,-0.210449,-0.191406,0.880859
1564164023223007,-0.208496,-0.177734,0.880859
1564164023243967,-0.201172,-0.179688,0.882324
1564164023260436,-0.209961,-0.186523,0.880371
1564164023282895,-0.209473,-0.186523,0.878906
1564164023303859,-0.209961,-0.171387,0.868164
1564164023320326,-0.210449,-0.160645,0.879883
1564164023344282,-0.197754,-0.158691,0.883301
1564164023363745,-0.193359,-0.155762,0.887207
1564164023380215,-0.198242,-0.175781,0.881348
1564164023402677,-0.194824,-0.183105,0.882324
1564164023423634,-0.191895,-0.179199,0.886719
1564164023440103,-0.196289,-0.168457,0.88916
1564164023463060,-0.205566,-0.152344,0.885742
1564164023485020,-0.206543,-0.157227,0.887207
1564164023500491,-0.199707,-0.168457,0.888184
1564164023522949,-0.198242,-0.172363,0.890625
1564164023545408,-0.195801,-0.159668,0.897949
1564164023560380,-0.199219,-0.15625,0.899902
1564164023582839,-0.196777,-0.166992,0.894531
1564164023605297,-0.194336,-0.175781,0.889648
1564164023620767,-0.193848,-0.17041,0.892578
1564164023642729,-0.195801,-0.163574,0.889648
1564164023665683,-0.193848,-0.165039,0.882813
1564164023679657,-0.194336,-0.17041,0.888184
1564164023703613,-0.194824,-0.164063,0.881348
1564164023725073,-0.195313,-0.165527,0.885254
1564164023740045,-0.188965,-0.168457,0.883789
1564164023763005,-0.191895,-0.164551,0.885254
1564164023792947,-0.188477,-0.165039,0.888184
1564164023799438,-0.19043,-0.165527,0.886719
1564164023823391,-0.192871,-0.164063,0.881836
1564164023845351,-0.192871,-0.162598,0.881836
1564164023859824,-0.190918,-0.161621,0.878418
1564164023882781,-0.190918,-0.166016,0.875977
1564164023905239,-0.19043,-0.171875,0.881836
1564164023919712,-0.184082,-0.171387,0.885742
1564164023942669,-0.190918,-0.164551,0.887695
1564164023965147,-0.189453,-0.164551,0.885254
1564164023986588,-0.188477,-0.171387,0.878906
1564164024002558,-0.186035,-0.174316,0.882324
1564164024025516,-0.182129,-0.170898,0.88916
1564164024046476,-0.182617,-0.175293,0.888184
1564164024070432,-0.18457,-0.172363,0.873535
1564164024085403,-0.169434,-0.169434,0.895508
1564164024106365,-0.175781,-0.151855,0.912109
1564164024122835,-0.197266,-0.112305,0.896484
1564164024145295,-0.205566,-0.11377,0.887695
1564164024166253,-0.175781,-0.150879,0.89209
1564164024182724,-0.17041,-0.166016,0.89502
1564164024205182,-0.179688,-0.157715,0.881836
1564164024226143,-0.17627,-0.162598,0.886719
1564164024243110,-0.166016,-0.174805,0.898438
1564164024265070,-0.159668,-0.164551,0.907227
1564164024286531,-0.148438,-0.146973,0.910645
1564164024302501,-0.16748,-0.134277,0.896973
1564164024325458,-0.18457,-0.158203,0.911133
1564164024346439,-0.191406,-0.162109,0.875488
1564164024362888,-0.191895,-0.133301,0.87207
1564164024385347,-0.171875,-0.126465,0.896484
1564164024406326,-0.178711,-0.146484,0.891113
1564164024422777,-0.17334,-0.136719,0.876465
1564164024445236,-0.166504,-0.125488,0.873047
1564164024467693,-0.136719,-0.155762,0.875488
1564164024482666,-0.133789,-0.164551,0.883301
1564164024505125,-0.149414,-0.168457,0.918945
1564164024527585,-0.143066,-0.172363,0.928711
1564164024543068,-0.17041,-0.119141,0.879883
1564164024565012,-0.17334,-0.114258,0.889648
1564164024587969,-0.160156,-0.166504,0.947754
1564164024593001,-0.168457,-0.149414,0.916992
1564164024609430,-0.174805,-0.0825195,0.881836
1564164024630932,-0.172852,-0.102539,0.89209
1564164024653351,-0.153809,-0.117676,0.901367
1564164024668356,-0.155273,-0.149414,0.909668
1564164024690816,-0.162598,-0.129883,0.898438
1564164024713277,-0.173828,-0.0874023,0.888672
1564164024729712,-0.18457,-0.065918,0.868164
1564164024750709,-0.15625,-0.10791,0.885254
1564164024774625,-0.169922,-0.128906,0.88916
1564164024788107,-0.169434,-0.124512,0.904785
1564164024810595,-0.169434,-0.10498,0.897949
1564164024833515,-0.175293,-0.0859375,0.892578
1564164024850984,-0.180664,-0.0986328,0.890625
1564164024870947,-0.17627,-0.114746,0.887695
1564164024901421,-0.169434,-0.12207,0.896973
1564164024909874,-0.177246,-0.102051,0.887695
1564164024932331,-0.176758,-0.0908203,0.88623
1564164024953329,-0.178711,-0.0991211,0.891113
1564164024968301,-0.171387,-0.112305,0.887695
1564164024990761,-0.163086,-0.125488,0.893066
1564164025013217,-0.164551,-0.10498,0.897461
1564164025029665,-0.172363,-0.0898438,0.904297
1564164025052109,-0.181152,-0.104004,0.888184
1564164025073601,-0.162109,-0.127441,0.89502
1564164025089539,-0.167969,-0.119141,0.899902
1564164025110500,-0.169434,-0.106445,0.901367
1564164025132958,-0.173828,-0.100098,0.898438
1564164025149435,-0.177246,-0.105957,0.888672
1564164025178380,-0.167969,-0.123535,0.892578
1564164025193371,-0.164551,-0.125,0.891113
1564164025209818,-0.162109,-0.111816,0.898438
1564164025230821,-0.158203,-0.118652,0.90332
1564164025253275,-0.164063,-0.111328,0.90332
1564164025269704,-0.168457,-0.114746,0.897461
1564164025290705,-0.158203,-0.124512,0.891113
1564164025313127,-0.160645,-0.12793,0.897461
1564164025329592,-0.163574,-0.123047,0.896484
1564164025350556,-0.163086,-0.115234,0.895996
1564164025368524,-0.163574,-0.10791,0.891602
1564164025390982,-0.15918,-0.122559,0.896973
1564164025410481,-0.155273,-0.125977,0.899902
1564164025428408,-0.161621,-0.116699,0.898438
1564164025458353,-0.164063,-0.117676,0.892578
1564164025470837,-0.161621,-0.119629,0.895996
1564164025488798,-0.158203,-0.118652,0.894531
1564164025511757,-0.159668,-0.118652,0.898438
1564164025538245,-0.15918,-0.115234,0.890137
1564164025548685,-0.147461,-0.125,0.898926
1564164025571145,-0.157227,-0.129883,0.897949
1564164025590647,-0.161133,-0.114258,0.891602
1564164025608574,-0.161133,-0.111328,0.886719
1564164025631034,-0.15625,-0.123535,0.893066
1564164025650999,-0.153809,-0.131348,0.894043
1564164025668464,-0.152832,-0.12793,0.89209
1564164025691422,-0.157715,-0.112305,0.890137
1564164025710891,-0.150879,-0.115234,0.892578
1564164025736338,-0.152344,-0.120605,0.897949
1564164025751333,-0.153809,-0.109863,0.891113
1564164025770812,-0.144043,-0.123535,0.891602
1564164025796226,-0.147461,-0.143066,0.890625
1564164025817196,-0.138672,-0.151855,0.901367
1564164025830722,-0.151367,-0.121094,0.905762
1564164025848629,-0.157227,-0.112793,0.901855
1564164025871087,-0.164063,-0.130859,0.890137
1564164025890552,-0.161621,-0.140625,0.877441
1564164025908519,-0.133301,-0.174316,0.916504
1564164025930975,-0.14502,-0.157715,0.944336
1564164025958423,-0.174805,-0.124023,0.919434
1564164025968405,-0.181152,-0.0854492,0.866211
1564164025991373,-0.146973,-0.116699,0.880371
1564164026013824,-0.121582,-0.144043,0.901367
1564164026027799,-0.138672,-0.169922,0.942383
1564164026050263,-0.151855,-0.14209,0.871582
1564164026071722,-0.152344,-0.118164,0.843262
1564164026087694,-0.126953,-0.15918,0.89502
1564164026110151,-0.123535,-0.150879,0.918457
1564164026131189,-0.129883,-0.119141,0.926758
1564164026147676,-0.19043,-0.0952148,0.884277
1564164026170115,-0.186035,-0.117676,0.870117
1564164026191602,-0.146484,-0.164063,0.891602
1564164026208044,-0.14209,-0.162598,0.907715
1564164026237990,-0.150879,-0.131348,0.918945
1564164026253993,-0.167969,-0.117676,0.894531
1564164026267934,-0.180176,-0.13916,0.876953
1564164026290893,-0.165039,-0.177734,0.875488
1564164026311353,-0.162109,-0.19043,0.886719
1564164026327823,-0.162109,-0.172363,0.897461
1564164026350279,-0.179688,-0.142578,0.886719
1564164026372742,-0.174316,-0.144531,0.886719
1564164026387718,-0.176758,-0.167969,0.890625
1564164026410170,-0.177734,-0.176758,0.883789
1564164026432628,-0.17041,-0.178711,0.898438
1564164026447101,-0.184082,-0.156738,0.888184
1564164026470558,-0.181641,-0.162109,0.890625
1564164026492517,-0.173828,-0.176758,0.89502
1564164026515475,-0.185059,-0.163086,0.888672
1564164026530447,-0.181641,-0.163574,0.890625
1564164026552905,-0.178711,-0.166504,0.896973
1564164026567379,-0.177734,-0.162598,0.893555
1564164026590334,-0.185059,-0.164551,0.890137
1564164026612793,-0.179688,-0.172852,0.894531
1564164026627267,-0.18457,-0.167969,0.880371
1564164026650223,-0.173828,-0.163574,0.885254
1564164026672683,-0.179199,-0.163574,0.885742
1564164026687156,-0.177734,-0.171875,0.886719
1564164026710112,-0.179199,-0.171387,0.885742
1564164026732571,-0.180176,-0.175781,0.88623
1564164026755528,-0.175781,-0.166016,0.88623
1564164026770499,-0.181152,-0.166016,0.88916
1564164026793457,-0.177734,-0.168457,0.889648
1564164026806933,-0.182129,-0.169922,0.88916
1564164026830388,-0.181152,-0.165039,0.885254
1564164026852848,-0.175781,-0.163086,0.893066
1564164026873813,-0.178711,-0.163086,0.890137
1564164026890278,-0.18457,-0.17041,0.886719
1564164026912737,-0.179199,-0.169922,0.886719
1564164026933728,-0.176758,-0.17041,0.896484
1564164026956152,-0.183105,-0.165039,0.888184
1564164026972626,-0.183105,-0.161621,0.891113
1564164026993587,-0.1875,-0.165039,0.887695
1564164027010552,-0.181641,-0.172852,0.890137
1564164027033010,-0.180664,-0.16748,0.891602
1564164027053995,-0.188477,-0.163086,0.882813
1564164027070945,-0.182129,-0.164551,0.885254
1564164027092900,-0.183594,-0.168945,0.882324
1564164027113998,-0.178711,-0.165527,0.883789
1564164027130403,-0.181641,-0.163574,0.880859
1564164027152862,-0.182129,-0.170898,0.887207
1564164027173826,-0.178223,-0.164063,0.884277
1564164027191810,-0.178223,-0.168945,0.883301
1564164027212758,-0.183594,-0.173828,0.882324
1564164027233750,-0.173828,-0.171387,0.885742
1564164027250190,-0.154785,-0.170898,0.884766
1564164027273148,-0.147949,-0.201172,0.900879
1564164027295105,-0.158203,-0.175781,0.897461
1564164027316586,-0.160156,-0.125488,0.900879
1564164027332529,-0.172363,-0.120117,0.9375
1564164027355487,-0.24707,-0.0888672,0.888184
1564164027370458,-0.1875,-0.125977,0.856934
1564164027400407,-0.185547,-0.168945,0.891113
1564164027415384,-0.153809,-0.166016,0.887207
1564164027430853,-0.151367,-0.151855,0.886719
1564164027454304,-0.175781,-0.146973,0.909668
1564164027475264,-0.192383,-0.149414,0.899414
1564164027489737,-0.15332,-0.151855,0.867676
1564164027512701,-0.146973,-0.164063,0.899414
1564164027535153,-0.154297,-0.164063,0.895996
1564164027549627,-0.163574,-0.123535,0.890625
1564164027572581,-0.157227,-0.131348,0.91748
1564164027595044,-0.162109,-0.118652,0.905273
1564164027609517,-0.166016,-0.111328,0.896973
1564164027640458,-0.137695,-0.140137,0.913086
1564164027654931,-0.164063,-0.111328,0.904785
1564164027669401,-0.192383,-0.0874023,0.868164
1564164027692879,-0.157715,-0.117188,0.866211
1564164027715337,-0.126465,-0.130371,0.897461
1564164027736320,-0.144043,-0.123047,0.925781
1564164027754245,-0.171875,-0.0878906,0.910645
1564164027775206,-0.176758,-0.0878906,0.886719
1564164027796226,-0.157227,-0.111328,0.890625
1564164027813138,-0.165527,-0.137207,0.913086
1564164027835093,-0.172852,-0.116699,0.894043
1564164027856589,-0.166992,-0.0932617,0.890625
1564164027873024,-0.162598,-0.104492,0.886719
1564164027901472,-0.152832,-0.120605,0.890625
1564164027916482,-0.152344,-0.125977,0.894531
1564164027932919,-0.151855,-0.123535,0.88916
1564164027955871,-0.155273,-0.124023,0.890625
1564164027976369,-0.156738,-0.119629,0.898438
1564164027992802,-0.161133,-0.123047,0.900879
1564164028015260,-0.157715,-0.132324,0.893555
1564164028036259,-0.158691,-0.138184,0.899414
1564164028052690,-0.164063,-0.12207,0.906738
1564164028075155,-0.169922,-0.120605,0.899414
1564164028103599,-0.166504,-0.121582,0.891113
1564164028112587,-0.166504,-0.12793,0.892578
1564164028135039,-0.159668,-0.136719,0.901855
1564164028156530,-0.169922,-0.125977,0.899414
1564164028180453,-0.167969,-0.136719,0.930176
1564164028195426,-0.197754,-0.12207,0.952148
1564164028216392,-0.238281,-0.0908203,0.991699
1564164028231857,-0.28125,-0.0756836,1.0459
1564164028255313,-0.334473,-0.0625,1.10303
1564164028277775,-0.374023,-0.0239258,1.13721
1564164028292247,-0.411133,-0.00878906,1.16943
1564164028315205,-0.423828,-0.0385742,1.21484
1564164028337659,-0.460449,0.00634766,1.22949
1564164028352155,-0.464355,0.0429688,1.28418
1564164028382580,-0.462891,0.0449219,1.29004
1564164028397548,-0.446777,0.0766602,1.26367
1564164028419009,-0.42041,0.059082,1.24902
1564164028434978,-0.415039,0.0361328,1.20459
1564164028458452,-0.401367,0.0366211,1.1499
1564164028478935,-0.401367,0.0415039,1.12549
1564164028496866,-0.395508,0.0488281,1.1084
1564164028519323,-0.397461,0.0791016,1.06006
1564164028538825,-0.431641,0.105469,0.993652
1564164028555256,-0.452148,0.12207,0.928711
1564164028577715,-0.458496,0.116211,0.889648
1564164028598674,-0.492676,0.121582,0.856934
1564164028615144,-0.523438,0.138672,0.803223
1564164028637606,-0.521973,0.151855,0.730957
1564164028659063,-0.527832,0.135742,0.668457
1564164028675536,-0.556152,0.121094,0.620117
1564164028697491,-0.571289,0.112793,0.5625
1564164028720448,-0.529785,0.11084,0.507324
1564164028735919,-0.529785,0.137207,0.430176
1564164028757878,-0.549805,0.150391,0.332031
1564164028778343,-0.53418,0.128906,0.302734
1564164028795328,-0.680664,0.0576172,0.19873
1564164028817767,-0.516113,0.0883789,0.181641
1564164028838772,-0.548828,0.0732422,0.0317383
1564164028855201,-0.674316,0.0654297,0.0175781
1564164028877658,-0.721191,0.0805664,-0.043457
1564164028898636,-0.696289,0.116211,-0.0688477
1564164028915096,-0.727051,0.0932617,-0.0888672
1564164028938055,-0.741699,0.0717773,-0.0869141
1564164028959006,-0.78125,0.0883789,-0.106445
1564164028974478,-0.774414,0.129395,-0.128418
1564164028997934,-0.805664,0.162598,-0.131348
1564164029019394,-0.857422,0.156738,-0.125977
1564164029025881,-0.857422,0.149414,-0.136719
1564164029042351,-0.833008,0.152344,-0.104492
1564164029064817,-0.887207,0.155273,-0.0756836
1564164029085772,-0.935059,0.196777,-0.0600586
1564164029102241,-0.942871,0.226563,-0.043457
1564164029123207,-0.950195,0.242188,-0.00683594
1564164029145690,-0.981934,0.229492,0.0405273
1564164029162142,-0.984375,0.234863,0.0625
1564164029183120,-0.948242,0.264648,0.0849609
1564164029214563,-0.946777,0.286621,0.124512
1564164029220519,-0.957031,0.276855,0.146973
1564164029242979,-0.976074,0.274902,0.158691
1564164029265936,-0.983887,0.26709,0.17627
1564164029280913,-0.95166,0.264648,0.195801
1564164029303366,-0.938477,0.290039,0.200684
1564164029325823,-0.952637,0.30957,0.213867
1564164029342296,-0.949219,0.299805,0.22168
1564164029363268,-0.950195,0.282227,0.215332
1564164029385712,-0.937012,0.283691,0.217773
1564164029400705,-0.914551,0.306152,0.229004
1564164029423163,-0.919434,0.313477,0.225098
1564164029445600,-0.917969,0.307617,0.219727
1564164029462091,-0.914551,0.293945,0.22998
1564164029490539,-0.907715,0.288574,0.216797
1564164029501001,-0.907715,0.286133,0.225586
1564164029520463,-0.88916,0.29834,0.235352
1564164029542941,-0.909668,0.3125,0.226563
1564164029568373,-0.909668,0.30957,0.228516
1564164029580868,-0.911621,0.300293,0.228516
1564164029603313,-0.900879,0.290039,0.229492
1564164029621775,-0.902344,0.300781,0.237305
1564164029640746,-0.898926,0.305664,0.241211
1564164029663197,-0.900391,0.306641,0.25
1564164029681165,-0.894043,0.31543,0.259277
1564164029700649,-0.898438,0.311523,0.258789
1564164029723084,-0.896484,0.313477,0.275879
1564164029741056,-0.897461,0.317871,0.271484
1564164029760537,-0.907715,0.31543,0.277344
1564164029782996,-0.894531,0.314941,0.272461
1564164029800942,-0.887695,0.307617,0.266113
1564164029822485,-0.882324,0.304688,0.259277
1564164029844439,-0.875977,0.299316,0.246094
1564164029860909,-0.859863,0.303711,0.233887
1564164029881870,-0.816406,0.297363,0.196289
1564164029903330,-0.764648,0.287109,0.151855
1564164029921297,-0.735352,0.261719,0.140625
1564164029942258,-0.719238,0.259277,0.108887
1564164029963248,-0.686523,0.25293,0.0727539
1564164029981191,-0.622559,0.237305,0.0410156
1564164030002147,-0.635742,0.23877,0.0898438
1564164030023205,-0.67627,0.239746,0.121582
1564164030048628,-0.603516,0.270508,0.129883
1564164030062103,-0.498047,0.300293,0.148438
1564164030083101,-0.496582,0.331055,0.230469
1564164030101031,-0.57373,0.319336,0.280273
1564164030129486,-0.463867,0.296387,0.321289
1564164030143452,-0.336914,0.306641,0.375488
1564164030160920,-0.345215,0.300781,0.476074
1564164030183878,-0.374023,0.310547,0.535645
1564164030203346,-0.331543,0.325195,0.606934
1564164030221307,-0.26709,0.310059,0.68457
1564164030249761,-0.200195,0.310547,0.77002
1564164030263229,-0.189453,0.324707,0.856445
1564164030281196,-0.201172,0.325195,0.91748
1564164030302656,-0.147949,0.280762,0.955566
1564164030326112,-0.0595703,0.283203,1.0166
1564164030341085,-0.065918,0.29541,1.09033
1564164030363544,-0.0849609,0.297852,1.13721
1564164030383006,-0.0292969,0.283203,1.17383
1564164030406970,0.019043,0.268555,1.18262
1564164030423431,0.0512695,0.265625,1.20313
1564164030443394,0.0996094,0.251465,1.15137
1564164030460362,0.17334,0.22168,1.11084
1564164030482821,0.189453,0.172363,1.10059
1564164030503782,0.194824,0.138184,1.08301
1564164030527738,0.220703,0.144043,1.05713
1564164030542709,0.222168,0.17627,1.01172
1564164030563673,0.191895,0.152344,1.01953
1564164030580152,0.19043,0.108398,1.05615
1564164030602600,0.216797,0.104004,1.04541
1564164030624089,0.242676,0.132324,1.02637
1564164030640534,0.249512,0.123535,0.993652
1564164030662987,0.272949,0.0859375,0.986816
1564164030683978,0.292969,0.0546875,0.98584
1564164030700417,0.294434,0.0263672,0.95752
1564164030730360,0.315918,0.00683594,0.924805
1564164030743834,0.31543,0.00439453,0.902832
1564164030760308,0.28125,-0.0161133,0.903809
1564164030782766,0.281738,-0.0332031,0.889648
1564164030803744,0.30127,-0.0415039,0.866211
1564164030820199,0.288574,-0.0322266,0.864258
1564164030842652,0.270996,-0.0361328,0.869629
1564164030863644,0.285156,-0.0610352,0.860352
1564164030879591,0.317871,-0.0766602,0.852539
1564164030902541,0.325195,-0.0830078,0.842773
1564164030924001,0.317383,-0.0952148,0.838379
1564164030939479,0.31543,-0.128418,0.828613
1564164030962928,0.338867,-0.148926,0.834961
1564164030983889,0.338379,-0.15625,0.838379
1564164031006379,0.292969,-0.177734,0.853027
1564164031022817,0.274902,-0.209473,0.869629
1564164031043809,0.274902,-0.225586,0.89209
1564164031059750,0.207031,-0.222168,0.900879
1564164031082712,0.14209,-0.209473,0.913574
1564164031105164,0.122559,-0.234863,0.928711
1564164031119638,0.0600586,-0.250977,0.941406
1564164031142594,0.043457,-0.235352,0.937988
1564164031165054,0.0317383,-0.202148,0.942383
1564164031179526,-0.0131836,-0.229492,0.947754
1564164031202983,0.0136719,-0.174805,0.912109
1564164031232927,0.046875,-0.163574,0.931641
1564164031246400,0.0668945,-0.179199,0.942871
1564164031262879,0.0488281,-0.175293,0.911621
1564164031285329,0.0463867,-0.185059,0.919922
1564164031306329,0.0395508,-0.174805,0.912598
1564164031322760,0.0644531,-0.183105,0.910645
1564164031345221,0.0722656,-0.210449,0.890625
1564164031367180,0.0825195,-0.245117,0.89209
1564164031382648,0.0859375,-0.273438,0.919922
1564164031405106,0.0888672,-0.224609,0.887695
1564164031426067,0.0722656,-0.248535,0.879883
1564164031442536,0.0566406,-0.280273,0.872559
1564164031464994,0.0532227,-0.302246,0.884277
1564164031486480,0.0224609,-0.271973,0.879395
1564164031510425,0.0146484,-0.252441,0.875488
1564164031525384,0.00732422,-0.267578,0.871582
1564164031546345,0.00195313,-0.270996,0.883301
1564164031562814,-0.0161133,-0.245117,0.880371
1564164031585272,-0.0214844,-0.228027,0.858887
1564164031606271,-0.0146484,-0.276855,0.882324
1564164031622706,-0.0351563,-0.265625,0.875
1564164031645195,-0.0361328,-0.23291,0.881836
1564164031666625,-0.0473633,-0.242188,0.868652
1564164031682591,-0.0390625,-0.263672,0.871582
1564164031711538,-0.0473633,-0.251465,0.881348
1564164031726546,-0.046875,-0.229004,0.874512
1564164031742980,-0.0439453,-0.229492,0.87793
1564164031765443,-0.0429688,-0.250977,0.878906
1564164031786399,-0.0458984,-0.248047,0.879883
1564164031802868,-0.0429688,-0.238281,0.87793
1564164031825326,-0.0400391,-0.242676,0.885254
1564164031846347,-0.0400391,-0.250977,0.881836
1564164031862765,-0.0444336,-0.251953,0.884766
1564164031885215,-0.0444336,-0.244629,0.883789
1564164031906215,-0.0390625,-0.247559,0.892578
1564164031922653,-0.0341797,-0.24707,0.894531
