timestamp,roll,pitch,yaw
1564164041011256,-0.251456,0.0384834,0.709188
1564164041027726,-0.252254,0.0381123,0.709137
1564164041050183,-0.253653,0.0382101,0.708896
1564164041078663,-0.253653,0.0382101,0.708896
1564164041087616,-0.253739,0.0379831,0.708928
1564164041110071,-0.253908,0.0371647,0.709145
1564164041131531,-0.253908,0.0371647,0.709145
1564164041148036,-0.254078,0.0367107,0.709209
1564164041169969,-0.254358,0.0363329,0.709525
1564164041191456,-0.255236,0.0357842,0.7099
1564164041207897,-0.255278,0.0356707,0.709916
1564164041230348,-0.254656,0.0355384,0.709637
1564164041251347,-0.253849,0.0356029,0.709497
1564164041267280,-0.254397,0.0351505,0.709411
1564164041290246,-0.255614,0.0347322,0.709762
1564164041311198,-0.255614,0.0347322,0.709762
1564164041327676,-0.255115,0.0346729,0.709768
1564164041351623,-0.254379,0.0345136,0.709627
1564164041371087,-0.254379,0.0345136,0.709627
1564164041388055,-0.254379,0.0345136,0.709627
1564164041410024,-0.254379,0.0345136,0.709627
1564164041431476,-0.254379,0.0345136,0.709627
1564164041447444,-0.254336,0.0346271,0.709611
1564164041470401,-0.254336,0.0346271,0.709611
1564164041498849,-0.254454,0.0346694,0.709613
1564164041507833,-0.254931,0.0344407,0.709528
1564164041530289,-0.255374,0.0342913,0.709176
1564164041552752,-0.255374,0.0342913,0.709176
1564164041567724,-0.255317,0.0344083,0.709128
1564164041590199,-0.255797,0.0341947,0.709185
1564164041612652,-0.256693,0.0339188,0.7095
1564164041627618,-0.257334,0.0336342,0.709575
1564164041650069,-0.257334,0.0336342,0.709575
1564164041672534,-0.25749,0.0331839,0.709608
1564164041686999,-0.257953,0.0323339,0.709883
1564164041710456,-0.258825,0.0313914,0.710136
1564164041732921,-0.260272,0.0300401,0.710765
1564164041747388,-0.261474,0.0286244,0.7115
1564164041777838,-0.262547,0.0264804,0.712064
1564164041792810,-0.263442,0.0241857,0.713067
1564164041807281,-0.26262,0.0215041,0.713884
1564164041830733,-0.259206,0.0200648,0.71368
1564164041852692,-0.254287,0.0208519,0.712759
1564164041867170,-0.252386,0.0202975,0.712864
1564164041890122,-0.253416,0.0208152,0.713895
1564164041912584,-0.254328,0.0215419,0.713841
1564164041927074,-0.253084,0.0224723,0.714468
1564164041950019,-0.251408,0.0230119,0.71736
1564164041972484,-0.252156,0.0234052,0.720237
1564164041993959,-0.251418,0.0243745,0.720756
1564164042010398,-0.24734,0.026378,0.719712
1564164042032860,-0.242792,0.0294525,0.720271
1564164042053857,-0.241777,0.0319286,0.722036
1564164042070288,-0.243601,0.0345367,0.723618
1564164042092746,-0.245994,0.0370289,0.724737
1564164042113739,-0.24705,0.0387923,0.725086
1564164042130185,-0.246552,0.0408846,0.726391
1564164042152636,-0.246372,0.0414628,0.727403
1564164042174097,-0.246904,0.0424666,0.727405
1564164042190073,-0.246427,0.0451125,0.726974
1564164042212531,-0.248666,0.050043,0.727896
1564164042234019,-0.251656,0.0502802,0.729919
1564164042257939,-0.251568,0.0502212,0.730722
1564164042272912,-0.244433,0.0533762,0.730603
1564164042293875,-0.242112,0.0570738,0.731441
1564164042309344,-0.247247,0.0592817,0.733149
1564164042333298,-0.252927,0.0611019,0.735155
1564164042338295,-0.253512,0.0627288,0.735784
1564164042360752,-0.249076,0.066374,0.735556
1564164042375756,-0.247643,0.0722114,0.736065
1564164042398186,-0.256712,0.0776135,0.73808
1564164042420673,-0.272066,0.0812053,0.74129
1564164042437107,-0.280323,0.0839372,0.743822
1564164042459571,-0.276454,0.0860867,0.745356
1564164042480558,-0.268797,0.0880911,0.746383
1564164042496995,-0.26798,0.089564,0.747807
